row_label_raw,row_label_full,col_0,31/12/2023Triệu VND(trình bày lại),31/12/2023Triệu VND(theo báo cáotrước đây),Chênh lệchTriệu VND,numeric__31/12/2023Triệu VND(trình bày lại),numeric__31/12/2023Triệu VND(theo báo cáotrước đây),numeric__Chênh lệchTriệu VND
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,53.731.287,53.731.430,(143),53731287.0,53731430.0,-143.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,40.331.489,41.472.190,(1.140.701),40331489.0,41472190.0,-1140701.0
Lãi cho vay và phí phải thu chưa thuđược,Lãi cho vay và phí phải thu chưa thuđược,Lãi cho vay và phí phải thu chưa thuđược,2.419.944,2.424.612,(4.668),2419944.0,2424612.0,-4668.0
Tài sản và chứng từ khác,Tài sản và chứng từ khác,Tài sản và chứng từ khác,581.852.857,575.204.402,6.648.455,581852857.0,575204402.0,6648455.0
Tổng ảnh hưởng,Tổng ảnh hưởng,Tổng ảnh hưởng,,,5.502.943,,,5502943.0
