row_label_raw,row_label_full,STT,Chỉ tiêu,2024Triệu VND,2023Triệu VND,numeric__Chỉ tiêu,numeric__2024Triệu VND,numeric__2023Triệu VND
,,,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,93.772.270,108.115.649,,93772270.0,108115649.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,(43.790.244),(47.454.819),,-43790244.0,-47454819.0
03,03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,3.523.997,4.100.623,,3523997.0,4100623.0
04,04,04,"Chênh lệch số tiền thực thu và thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",4.094.518,5.242.957,,4094518.0,5242957.0
05,05,05,(Chi phí)/thu nhập khác,(1.390.558),179.388,,-1390558.0,179388.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",3.751.009,2.090.116,,3751009.0,2090116.0
07,07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(20.922.713),(19.932.948),,-20922713.0,-19932948.0
08,08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(8.854.401),(8.969.967),,-8854401.0,-8969967.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,30.183.878,43.370.999,,30183878.0,43370999.0
,,,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,(Tăng)/giảm về tài sản hoạt động,,,
09,09,09,Các khoản tiền gửi và cho vay các tổ chức tín dụng khác,18.021.934,10.780.289,,18021934.0,10780289.0
10,10,10,Các khoản về kinh doanh chứng khoán,(24.134.346),19.792.999,,-24134346.0,19792999.0
11,11,11,Các công cụ tài chính phải sinh và các tài sản tài chính khác,(1.314.434),156.515,,-1314434.0,156515.0
12,12,12,Các khoản cho vay khách hàng,(178.839.881),(125.292.768),,-178839881.0,-125292768.0
13,13,13,"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tốn thất các khoản cho vay",(5.358.023),(5.758.202),,-5358023.0,-5758202.0
14,14,14,Tài sản hoạt động khác,496.225,30.781.829,,496225.0,30781829.0
,,,Tăng/(giảm) về nợ hoạt động,Tăng/(giảm) về nợ hoạt động,Tăng/(giảm) về nợ hoạt động,,,
15,15,15,Các khoản nợ Chính phủ và NHNN,76.566.500,(65.643.979),,76566500.0,-65643979.0
16,16,16,Các khoản tiền gửi và vay các tổ chức tín dụng khác,20.694.977,(18.671.870),,20694977.0,-18671870.0
17,17,17,Các khoản tiền gửi của khách hàng,118.967.239,152.229.140,,118967239.0,152229140.0
18,18,18,Các khoản phát hành giấy tờ có giá,4.212.146,(5.425.274),,4212146.0,-5425274.0
19,19,19,"Các khoản vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",164,(2.933),,164.0,-2933.0
20,20,20,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(117.752),117.752,,-117752.0,117752.0
21,21,21,Công nợ hoạt động khác,2.620.930,(72.173.193),,2620930.0,-72173193.0
22,22,22,Chỉ từ các quỹ của tổ chức tín dụng,(2.876.726),(2.802.834),,-2876726.0,-2802834.0
I,I,I,Lưu chuyển tiền thuần từ/(cho) hoạt động kinh doanh,59.122.831,(38.541.530),,59122831.0,-38541530.0
