row_label_raw,row_label_full,col_0,Mối liên quan,2024Triệu VNDThu nhập/(Chi phí),2023Triệu VND,numeric__Mối liên quan,numeric__2024Triệu VNDThu nhập/(Chi phí),numeric__2023Triệu VND
Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Đại diệnchủ sở hữu,137.389(24.477),124.874(117.202),,,
Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bên liên quancủa chủ sở hữu,(1.279.827)(13.485),(671.127)(31.633),,,
