row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,31/12/2024Triệu VND,31/12/2023Triệu VND(trình bày lại),numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND(trình bày lại)
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",4,14.268.064,14.504.849,,4.0,14268064.0,14504849.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước (“NHNN”),5,49.340.493,58.104.503,,5.0,49340493.0,58104503.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,389.951.898,336.501.657,,6.0,389951898.0,336501657.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,384.031.890,312.001.875,,,384031890.0,312001875.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,6.920.008,30.175.707,,,6920008.0,30175707.0
3,A > 3,3,Dự phòng rủi ro,,(1.000.000),(5.675.925),,,-1000000.0,-5675925.0
IV,A > IV,IV,Chứng khoán kinh doanh,7,4.876.237,2.495.408,,7.0,4876237.0,2495408.0
1,A > 1,1,Chứng khoán kinh doanh,,4.908.527,2.511.395,,,4908527.0,2511395.0
2,A > 2,2,Dự phòng giảm giá chứng khoán kinh doanh,,(32.290),(15.987),,,-32290.0,-15987.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,1.314.434,-,,8.0,1314434.0,
VI,A > VI,VI,Cho vay khách hàng,,1.418.015.724,1.241.677.211,,,1418015724.0,1241677211.0
1,A > 1,1,Cho vay khách hàng,9,1.449.198.899,1.270.359.018,,9.0,1449198899.0,1270359018.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(31.183.175),(28.681.807),,10.0,-31183175.0,-28681807.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,167.383.349,145.780.067,,11.0,167383349.0,145780067.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,86.799.901,67.882.480,,,86799901.0,67882480.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,80.829.540,78.009.747,,,80829540.0,78009747.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(246.092),(112.160),,,-246092.0,-112160.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",,2.228.098,2.224.945,,,2228098.0,2224945.0
2,A > 2,2,Vốn góp liên doanh,12(a),763.736,826.152,,,763736.0,826152.0
3,A > 3,3,Đầu tư vào công ty liên kết,12(b),10.440,12.073,,,10440.0,12073.0
4,A > 4,4,Đầu tư dài hạn khác,12(c),1.528.922,1.529.145,,,1528922.0,1529145.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,12(d),(75.000),(142.425),,,-75000.0,-142425.0
X,A > X,X,Tài sản cố định,,8.092.877,7.805.080,,,8092877.0,7805080.0
1,A > 1,1,Tài sản cố định hữu hình,13,5.530.579,5.212.804,,13.0,5530579.0,5212804.0
a,A > a,a,Nguyên giá tài sản cố định,,15.808.302,14.812.856,,,15808302.0,14812856.0
b,A > b,b,Khẩu hao tài sản cố định,,(10.277.723),(9.600.052),,,-10277723.0,-9600052.0
3,A > 3,3,Tài sản cố định vô hình,14,2.562.298,2.592.276,,14.0,2562298.0,2592276.0
a,A > a,a,Nguyên giá tài sản cố định,,5.072.735,4.906.881,,,5072735.0,4906881.0
b,A > b,b,Hao mòn tài sản cố định,,(2.510.437),(2.314.605),,,-2510437.0,-2314605.0
XII,A > XII,XII,Tài sản Có khác,,30.402.348,30.630.840,,,30402348.0,30630840.0
1,A > 1,1,Các khoản phải thu,15(a),14.040.294,11.790.173,,,14040294.0,11790173.0
2,A > 2,2,"Các khoản lãi, phí phải thu",15(b),8.868.303,9.265.453,,,8868303.0,9265453.0
3,A > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,15(c),991.748,848.268,,,991748.0,848268.0
4,A > 4,4,Tài sản Có khác,15(d),6.516.040,8.742.409,,,6516040.0,8742409.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,15(d),(14.037),(15.463),,,-14037.0,-15463.0
,,,TỔNG TÀI SẢN CÓ,,2.085.873.522,1.839.724.560,,,2085873522.0,1839724560.0
