row_label_raw,row_label_full,col_0,Ngành kinh doanh,Tỷ lệ vốn góp (%),Giá gốc Triệu VND,Giá trị ghi sổ Triệu VND,numeric__Ngành kinh doanh,numeric__Tỷ lệ vốn góp (%),numeric__Giá gốc Triệu VND,numeric__Giá trị ghi sổ Triệu VND
Công ty Liên doanh TNHH Vietcombank-Bonday-Benthanh (i),Công ty Liên doanh TNHH Vietcombank-Bonday-Benthanh (i),Công ty Liên doanh TNHH Vietcombank-Bonday-Benthanh (i),Cho thuê văn phòng,"52,00%",410.365,537.445,,0.52,410365.0,537445.0
Công ty 'TNHH Quản lý Quỹ đầu tư,Công ty 'TNHH Quản lý Quỹ đầu tư,Công ty 'TNHH Quản lý Quỹ đầu tư,Quản lý quỹ đầu tư,"51,00%",135.150,226.291,,0.51,135150.0,226291.0
,,,,,545.515,763.736,,,545515.0,763736.0
