row_label_raw,row_label_full,1,Bảo lãnh vay vốn,col_2,286.899,306.384,numeric__Bảo lãnh vay vốn,numeric__col_2,numeric__286.899,numeric__306.384
2,2,2,Cam kết giao dịch hối đoái,,345.715.424,111.435.962,,,345715424.0,111435962.0
2,2,2,Cam kết mua ngoại tệ,,2.420.843,3.375.603,,,2420843.0,3375603.0
2,2,2,Cam kết bán ngoại tệ,,2.429.276,3.798.668,,,2429276.0,3798668.0
2,2,2,Cam kết giao dịch hoán đổi,,340.865.305,104.261.691,,,340865305.0,104261691.0
4,4,4,Cam kết trong nghiệp vụ thư tín dụng,,49.750.002,76.546.157,,,49750002.0,76546157.0
5,5,5,Bảo lãnh khác,,58.052.470,53.731.287,,,58052470.0,53731287.0
6,6,6,Các cam kết khác,,34.816.276,40.331.489,,,34816276.0,40331489.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,45,2.788.354,2.419.944,,45.0,2788354.0,2419944.0
8,8,8,Nợ khó đòi đã xử lý,46,74.144.216,67.906.657,,46.0,74144216.0,67906657.0
9,9,9,Tài sản và chứng từ khác,47,534.590.122,581.852.857,,47.0,534590122.0,581852857.0
