row_label_raw,row_label_full,col_0,Số đầu kỳ,Số phải nộp trong kỳ,Số thực nộp trong kỳ,Số cuối kỳ,numeric__Số đầu kỳ,numeric__Số phải nộp trong kỳ,numeric__Số thực nộp trong kỳ,numeric__Số cuối kỳ
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,9.835.449.392,1.675.179.176,5.352.745.295,6.157.883.273,9835449392.0,1675179176.0,5352745295.0,6157883273.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,16.692.115.520,284.356.671,139.712.852,16.836.759.339,16692115520.0,284356671.0,139712852.0,16836759339.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,36.869.393,38.284.289,4.168.270,70.985.412,36869393.0,38284289.0,4168270.0,70985412.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,44.125.620,-,44.125.620,,44125620.0,,44125620.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",1.043.032.879,2.675.380.385,1.020.854.769,2.697.558.495,1043032879.0,2675380385.0,1020854769.0,2697558495.0
"Các loại thuế, phí khác","Các loại thuế, phí khác","Các loại thuế, phí khác",-,2.856.567.291,8.000.000,2.848.567.291,,2856567291.0,8000000.0,2848567291.0
Cộng,Cộng,Cộng,27.607.467.184,7.573.893.432,6.525.481.186,28.655.879.430,27607467184.0,7573893432.0,6525481186.0,28655879430.0
