row_label_raw,row_label_full,col_0,Nội dung,Năm 2019,Năm 2018,numeric__Nội dung,numeric__Năm 2019,numeric__Năm 2018
"Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ",,,
Công ty Shine Profit development Limited,"Mua hàng, nhận dịch vụ > Công ty Shine Profit development Limited",Công ty Shine Profit development Limited,Mua linh kiện điện tử,36.492.988.378,121.773.642.254,,36492988378.0,121773642254.0
Công ty CP Đầu tư & Phát triển DVCT CC DLGL,"Mua hàng, nhận dịch vụ > Công ty CP Đầu tư & Phát triển DVCT CC DLGL",Công ty CP Đầu tư & Phát triển DVCT CC DLGL,Thuê tài sản,305.454.544,381.818.184,,305454544.0,381818184.0
Công ty TNHH Phú Thành Gia Pleiku,"Mua hàng, nhận dịch vụ > Công ty TNHH Phú Thành Gia Pleiku",Công ty TNHH Phú Thành Gia Pleiku,"Mua đá, phân các loại",105.011.857.000,42.269.496.000,,105011857000.0,42269496000.0
Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,,,
Công ty CP Đầu tư & KD Bắt động sản DLGL,Các giao dịch khác > Công ty CP Đầu tư & KD Bắt động sản DLGL,Công ty CP Đầu tư & KD Bắt động sản DLGL,Lãi cho vay,134.977.777,404.370.822,,134977777.0,404370822.0
Công ty Cổ phần Năng lượng Tân Thượng,Các giao dịch khác > Công ty Cổ phần Năng lượng Tân Thượng,Công ty Cổ phần Năng lượng Tân Thượng,Lãi vay phải trả,1.220.465.000,778.657.000,,1220465000.0,778657000.0
Công ty CP BOT & BT Đức Long Gia Lai,Các giao dịch khác > Công ty CP BOT & BT Đức Long Gia Lai,Công ty CP BOT & BT Đức Long Gia Lai,Lãi vay phải trả,2.560.134.421,2.287.164.465,,2560134421.0,2287164465.0
Công ty CP BOT & BT Đức Long Đắk Nông,Các giao dịch khác > Công ty CP BOT & BT Đức Long Đắk Nông,Công ty CP BOT & BT Đức Long Đắk Nông,Lãi vay phải trả,7.112.943.699,2.521.093.319,,7112943699.0,2521093319.0
,,,Cổ tức được nhận,84.720.000.000,-,,84720000000.0,
Công ty CP Đầu tư và Phát triển Điện năng DLGL,Các giao dịch khác > Công ty CP Đầu tư và Phát triển Điện năng DLGL,Công ty CP Đầu tư và Phát triển Điện năng DLGL,Lãi vay phải trả,2.825.475.116,1.790.974.082,,2825475116.0,1790974082.0
Công ty TNHH Phú Thành Gia Pleiku,Các giao dịch khác > Công ty TNHH Phú Thành Gia Pleiku,Công ty TNHH Phú Thành Gia Pleiku,Lãi cho vay,13.945.842.929,11.956.869.050,,13945842929.0,11956869050.0
Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Các giao dịch khác > Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Cổ tức được nhận,225.036.000,225.036.000,,225036000.0,225036000.0
