row_label_raw,row_label_full,col_0,Giá gốc trái phiếu,Tổng chi phí phát hành,Chi phí phát hành phân bổ,Giá trị trái phiếu cuối kỳ,Lãi suất,numeric__Giá gốc trái phiếu,numeric__Tổng chi phí phát hành,numeric__Chi phí phát hành phân bổ,numeric__Giá trị trái phiếu cuối kỳ,numeric__Lãi suất
Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,,,,,
- Trái phiếu kỳ hạn 5 năm,Loại phát hành theo mệnh giá > - Trái phiếu kỳ hạn 5 năm,- Trái phiếu kỳ hạn 5 năm,366.000.000.000,6.518.829.294,5.213.676.297,364.694.847.003,11% kỳ đầu và thả nổi từ kỳ thứ 2,366000000000.0,6518829294.0,5213676297.0,364694847003.0,
- Trái phiếu kỳ hạn 5 năm,Loại phát hành theo mệnh giá > - Trái phiếu kỳ hạn 5 năm,- Trái phiếu kỳ hạn 5 năm,134.000.000.000,2.593.300.000,521.116.671,131.927.816.671,10% kỳ đầu và thả nổi từ kỳ thứ 2,134000000000.0,2593300000.0,521116671.0,131927816671.0,
- Trái phiếu phải trả do không chuyển đổi,Loại phát hành theo mệnh giá > - Trái phiếu phải trả do không chuyển đổi,- Trái phiếu phải trả do không chuyển đổi,374.500.000,-,-,374.500.000,13%/năm,374500000.0,,,374500000.0,
Cộng,Loại phát hành theo mệnh giá > Cộng,Cộng,500.374.500.000,9.112.129.294,5.734.792.968,496.997.163.674,,500374500000.0,9112129294.0,5734792968.0,496997163674.0,
