row_label_raw,row_label_full,col_0,31/12/2019 > Giá trị,31/12/2019 > Dự phòng,01/01/2019 > Giá trị,01/01/2019 > Dự phòng,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Dự phòng,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Dự phòng
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,170.854.755.219,(18.437.175.668),141.337.074.667,(974.653.388),170854755219.0,-18437175668.0,141337074667.0,-974653388.0
- Công ty CP Trồng rừng & Cây CN DLGL,- Công ty CP Trồng rừng & Cây CN DLGL,- Công ty CP Trồng rừng & Cây CN DLGL,44.656.526.478,(4.003.580.426),45.603.579.249,-,44656526478.0,-4003580426.0,45603579249.0,
- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,43.030.500.988,-,21.173.297.438,-,43030500988.0,,21173297438.0,
- Công ty CP Đầu tư Xây dựng DLGL,- Công ty CP Đầu tư Xây dựng DLGL,- Công ty CP Đầu tư Xây dựng DLGL,29.128.704.983,(9.840.251.581),15.502.239.416,-,29128704983.0,-9840251581.0,15502239416.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,54.039.022.770,(4.593.343.661),59.057.958.564,(974.653.388),54039022770.0,-4593343661.0,59057958564.0,-974653388.0
Tạm ứng,Tạm ứng,Tạm ứng,2.619.393.169,-,5.579.140.203,-,2619393169.0,,5579140203.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",131.137.800,-,131.137.800,-,131137800.0,,131137800.0,
Công ty TNHH Điện tử DLG Ansen,Công ty TNHH Điện tử DLG Ansen,Công ty TNHH Điện tử DLG Ansen,5.553.600.000,-,-,-,5553600000.0,,,
Phải thu khác,Phải thu khác,Phải thu khác,7.282.215.416,(6.638.476.629),6.486.252.578,(5.346.471.646),7282215416.0,-6638476629.0,6486252578.0,-5346471646.0
Cộng,Cộng,Cộng,186.441.101.604,(25.075.652.297),153.533.605.248,(6.321.125.034),186441101604.0,-25075652297.0,153533605248.0,-6321125034.0
