row_label_raw,row_label_full,TÀI SẢN (tiếp theo),Mã số,Thuyết minh,31/12/2019 VND,01/01/2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__01/01/2019 VND
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,33.680.110.388,91.569.429.448,240.0,,33680110388.0,91569429448.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,-,-,241.0,,,
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,16,33.680.110.388,91.569.429.448,242.0,16.0,33680110388.0,91569429448.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,6b,1.472.375.667.266,1.781.655.321.353,250.0,,1472375667266.0,1781655321353.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.605.001.606.600,1.822.292.950.600,251.0,,1605001606600.0,1822292950600.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,8.900.766.000,29.484.766.000,252.0,,8900766000.0,29484766000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,480.000.000,1.500.000.000,253.0,,480000000.0,1500000000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(142.006.705.334),(71.622.395.247),254.0,,-142006705334.0,-71622395247.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,2.408.986.829,4.109.522.447,260.0,,2408986829.0,4109522447.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,17,2.408.986.829,4.109.522.447,261.0,17.0,2408986829.0,4109522447.0
2. Tài sản dài hạn khác,2. Tài sản dài hạn khác,2. Tài sản dài hạn khác,268,,-,-,268.0,,,
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,5.355.530.683.088,5.231.553.268.752,270.0,,5355530683088.0,5231553268752.0
