row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Chênh lệch tỷ giá,Quỹ đầu tư phát triển,Lợi nhuận sau thuế chưa phân phối,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Chênh lệch tỷ giá,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Cộng
Số dư tại 01/01/2018,Số dư tại 01/01/2018,Số dư tại 01/01/2018,2.850.578.150.000,50.510.908.328,-,6.196.436.959,147.662.257.291,3.054.947.752.578,2850578150000.0,50510908328.0,,6196436959.0,147662257291.0,3054947752578.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,142.519.050.000,-,10.548.704.028,-,(34.360.752.472),118.707.001.556,142519050000.0,,10548704028.0,,-34360752472.0,118707001556.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,-,10.548.704.028,-,146.919.050.000,157.467.754.028,,,10548704028.0,,146919050000.0,157467754028.0
Số dư tại 31/12/2018,Số dư tại 31/12/2018,Số dư tại 31/12/2018,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(33.617.545.181),3.016.187.000.106,2993097200000.0,50510908328.0,,6196436959.0,-33617545181.0,3016187000106.0
Số dư tại 01/01/2019,Số dư tại 01/01/2019,Số dư tại 01/01/2019,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(33.617.545.181),3.016.187.000.106,2993097200000.0,50510908328.0,,6196436959.0,-33617545181.0,3016187000106.0
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,-,-,5.059.787.598,-,(36.865.782.008),(31.805.994.410),,,5059787598.0,,-36865782008.0,-31805994410.0
Giảm trong kỳ,Giảm trong kỳ,Giảm trong kỳ,-,-,5.059.787.598,-,-,5.059.787.598,,,5059787598.0,,,5059787598.0
Số dư tại 31/12/2019,Số dư tại 31/12/2019,Số dư tại 31/12/2019,2.993.097.200.000,50.510.908.328,-,6.196.436.959,(70.483.327.189),2.979.321.218.098,2993097200000.0,50510908328.0,,6196436959.0,-70483327189.0,2979321218098.0
