row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2019 VND,Năm 2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2019 VND,numeric__Năm 2018 VND
1. Doanh thu bán hàng & cung cấp dịch vụ,1. Doanh thu bán hàng & cung cấp dịch vụ,1. Doanh thu bán hàng & cung cấp dịch vụ,01,28,491.510.745.485,747.199.326.352,1.0,28.0,491510745485.0,747199326352.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng & cc dịch vụ,3. Doanh thu thuần về bán hàng & cc dịch vụ,3. Doanh thu thuần về bán hàng & cc dịch vụ,10,,491.510.745.485,747.199.326.352,10.0,,491510745485.0,747199326352.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,29,482.148.713.913,717.474.537.262,11.0,29.0,482148713913.0,717474537262.0
5. Lợi nhuận gộp về bán hàng & cc dịch vụ,5. Lợi nhuận gộp về bán hàng & cc dịch vụ,5. Lợi nhuận gộp về bán hàng & cc dịch vụ,20,,9.362.031.572,29.724.789.090,20.0,,9362031572.0,29724789090.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,30,324.074.187.753,118.575.527.873,21.0,30.0,324074187753.0,118575527873.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,31,256.400.313.252,156.598.327.945,22.0,31.0,256400313252.0,156598327945.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,162.688.489.426,126.997.310.525,23.0,,162688489426.0,126997310525.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,32a,460.356.503,805.508.795,25.0,,460356503.0,805508795.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,32b,87.086.883.816,39.399.427.024,26.0,,87086883816.0,39399427024.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,(10.511.334.246),(48.502.946.801),30.0,,-10511334246.0,-48502946801.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,33,768.957.106,20.038.805.765,31.0,33.0,768957106.0,20038805765.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,34,26.839.048.197,1.611.057.712,32.0,34.0,26839048197.0,1611057712.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,(26.070.091.091),18.427.748.053,40.0,,-26070091091.0,18427748053.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,(36.581.425.337),(30.075.198.748),50.0,,-36581425337.0,-30075198748.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,35,284.356.671,4.285.553.724,51.0,35.0,284356671.0,4285553724.0
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận sau thuế TNDN,17. Lợi nhuận sau thuế TNDN,17. Lợi nhuận sau thuế TNDN,60,,(36.865.782.008),(34.360.752.472),60.0,,-36865782008.0,-34360752472.0
