row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,Giế gốcVND,Dự phòngVND,Giế trị hợp lýVND,Giế gốcVND,Dự phòngVND,Giế trị hợp lýVND,,,,,,
a. Đầu tư nằm giữ đến ngày đào hạn,a. Đầu tư nằm giữ đến ngày đào hạn,a. Đầu tư nằm giữ đến ngày đào hạn,,,,,,,,,,,,
- Tiền gửi cố kỳ hạn,a. Đầu tư nằm giữ đến ngày đào hạn > - Tiền gửi cố kỳ hạn,- Tiền gửi cố kỳ hạn,65.000.000,-,65.000.000,65.000.000,-,65.000.000,65000000.0,,65000000.0,65000000.0,,65000000.0
b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,b. Đầu tư góp vốn vào đơn vị khác,,,,,,,,,,,,
- Đầu tư vào công ty con,b. Đầu tư góp vốn vào đơn vị khác > - Đầu tư vào công ty con,- Đầu tư vào công ty con,20.000.000.000,-,20.000.000.000,20.000.000.000,-,20.000.000.000,20000000000.0,,20000000000.0,20000000000.0,,20000000000.0
Cộng ty TNHH MTV Thị trang CAO,b. Đầu tư góp vốn vào đơn vị khác > Cộng ty TNHH MTV Thị trang CAO,Cộng ty TNHH MTV Thị trang CAO,10.000.000.000,-,10.000.000.000,10.000.000.000,-,10.000.000.000,10000000000.0,,10000000000.0,10000000000.0,,10000000000.0
Cộng ty TNHH MTV Giám định PNU,b. Đầu tư góp vốn vào đơn vị khác > Cộng ty TNHH MTV Giám định PNU,Cộng ty TNHH MTV Giám định PNU,10.000.000.000,-,10.000.000.000,10.000.000.000,-,10.000.000.000,10000000000.0,,10000000000.0,10000000000.0,,10000000000.0
- Đầu tư vào công ty liên kết;,b. Đầu tư góp vốn vào đơn vị khác > - Đầu tư vào công ty liên kết;,- Đầu tư vào công ty liên kết;,-,-,-,91.866.300.000,(30.473.664.463),61.392.635.537,,,,91866300000.0,-30473664463.0,61392635537.0
Cộng ty Cố phân Địa ốc Đông Á,b. Đầu tư góp vốn vào đơn vị khác > Cộng ty Cố phân Địa ốc Đông Á,Cộng ty Cố phân Địa ốc Đông Á,-,-,-,91.866.300.000,(30.473.664.463),61.392.635.537,,,,91866300000.0,-30473664463.0,61392635537.0
- Đầu tư vào đơn vị khác.,b. Đầu tư góp vốn vào đơn vị khác > - Đầu tư vào đơn vị khác.,- Đầu tư vào đơn vị khác.,395.271.613.400,(395.271.613.400),-,395.271.613.400,(310.579.863.400),84.691.750.000,395271613400.0,-395271613400.0,,395271613400.0,-310579863400.0,84691750000.0
"Ngắn hàng Thương mại Cố phân ĐôngÁ (""DAB"") (*)","b. Đầu tư góp vốn vào đơn vị khác > Ngắn hàng Thương mại Cố phân ĐôngÁ (""DAB"") (*)","Ngắn hàng Thương mại Cố phân ĐôngÁ (""DAB"") (*)",395.271.613.400,(395.271.613.400),-,395.271.613.400,(310.579.863.400),84.691.750.000,395271613400.0,-395271613400.0,,395271613400.0,-310579863400.0,84691750000.0
,,,415.336.613.400,(395.271.613.400),20.065.000.000,507.202.913.400,(341.053.527.863),166.149.385.537,415336613400.0,-395271613400.0,20065000000.0,507202913400.0,-341053527863.0,166149385537.0
