row_label_raw,row_label_full,col_0,Mã số,Trình bàynăm trướcVND,Số trình bày lạiVND,Thay đổiVND,numeric__Mã số,numeric__Trình bàynăm trướcVND,numeric__Số trình bày lạiVND,numeric__Thay đổiVND
Doanh thu bán hàng và cung cấpdịch vụ,Doanh thu bán hàng và cung cấpdịch vụ,Doanh thu bán hàng và cung cấpdịch vụ,01,7.697.947.292.121,7.695.629.821.333,(2.317.470.788),1.0,7697947292121.0,7695629821333.0,-2317470788.0
Doanh thu thuãn về bán hàng và cung cấpdịch vụ,Doanh thu thuãn về bán hàng và cung cấpdịch vụ,Doanh thu thuãn về bán hàng và cung cấpdịch vụ,10,7.665.175.229.636,7.662.857.758.848,(2.317.470.788),10.0,7665175229636.0,7662857758848.0,-2317470788.0
Lợi nhuận gộp về bán hàng và cung cấpdịch vụ,Lợi nhuận gộp về bán hàng và cung cấpdịch vụ,Lợi nhuận gộp về bán hàng và cung cấpdịch vụ,20,1.138.349.549.215,1.136.032.078.427,(2.317.470.788),20.0,1138349549215.0,1136032078427.0,-2317470788.0
Chi phí khác,Chi phí khác,Chi phí khác,32,4.225.673.585,12.119.791.603,7.894.118.018,32.0,4225673585.0,12119791603.0,7894118018.0
Lỗ khác,Lỗ khác,Lỗ khác,40,(2.602.836.053),(10.496.954.071),(7.894.118.018),40.0,-2602836053.0,-10496954071.0,-7894118018.0
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,50,200.173.218.539,189.961.629.733,(10.211.588.806),50.0,200173218539.0,189961629733.0,-10211588806.0
Chi phí thuế thu nhập doanh nghiệp hiệnhành,Chi phí thuế thu nhập doanh nghiệp hiệnhành,Chi phí thuế thu nhập doanh nghiệp hiệnhành,51,42.130.046.409,109.041.680.803,66.911.634.394,51.0,42130046409.0,109041680803.0,66911634394.0
Thu nhập thuế thu nhập doanh nghiệphoản lại,Thu nhập thuế thu nhập doanh nghiệphoản lại,Thu nhập thuế thu nhập doanh nghiệphoản lại,52,(1.575.489.218),(1.941.616.332),(366.127.114),52.0,-1575489218.0,-1941616332.0,-366127114.0
Lợi nhuận sau thuế thu nhập doanhnghiệp,Lợi nhuận sau thuế thu nhập doanhnghiệp,Lợi nhuận sau thuế thu nhập doanhnghiệp,60,159.618.661.348,82.861.565.262,(76.757.096.086),60.0,159618661348.0,82861565262.0,-76757096086.0
