row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BẢO CẢO CỦA BAN GIÁM ĐỐC,BẢO CẢO CỦA BAN GIÁM ĐỐC,BẢO CẢO CỦA BAN GIÁM ĐỐC,1 - 2,
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CÂN ĐÕI KẾ TOÁN,BẢNG CÂN ĐÕI KẾ TOÁN,BẢNG CÂN ĐÕI KẾ TOÁN,5 - 6,
BẢO CẢO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BẢNG CÂN ĐÕI KẾ TOÁN > BẢO CẢO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BẢO CẢO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,7,7.0
BẢO CẢO LƯU CHUYỄN TIỀN TỆ,BẢNG CÂN ĐÕI KẾ TOÁN > BẢO CẢO LƯU CHUYỄN TIỀN TỆ,BẢO CẢO LƯU CHUYỄN TIỀN TỆ,8,8.0
THUYẾT MINH BẢO CẢO TÀI CHÍNH RIÊNG,THUYẾT MINH BẢO CẢO TÀI CHÍNH RIÊNG,THUYẾT MINH BẢO CẢO TÀI CHÍNH RIÊNG,9 - 30,
