row_label_raw,row_label_full,col_0,Mã số,Trình bày năm trước > VND,Số trình bày lại > VND,Thay đổi > VND,numeric__Mã số,numeric__Trình bày năm trước > VND,numeric__Số trình bày lại > VND,numeric__Thay đổi > VND
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,2.496.952.070,3.098.940.958,601.988.888,262.0,2496952070.0,3098940958.0,601988888.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,27.769.837.431,107.468.040.432,79.698.203.001,313.0,27769837431.0,107468040432.0,79698203001.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,170.676.962.249,91.580.748.136,(79.096.214.113),421.0,170676962249.0,91580748136.0,-79096214113.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,11.058.300.901,8.719.182.874,(2.339.118.027),,11058300901.0,8719182874.0,-2339118027.0
- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,159.618.661.348,82.861.565.262,(76.757.096.086),,159618661348.0,82861565262.0,-76757096086.0
