row_label_raw,row_label_full,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ phân sở hữu %,Tỷ lệ quyền biểu quyết %,Giá trị VND,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ phân sở hữu %,numeric__Tỷ lệ quyền biểu quyết %,numeric__Giá trị VND,numeric__Hoạt động chính
Công ty TNHH Một thành viên Thời trang CAO,Công ty TNHH Một thành viên Thời trang CAO,Công ty TNHH Một thành viên Thời trang CAO,Thành phố Hồ Chí Minh,100,100,10.000.000.000,Sản xuất kinh doanh các sản phẩm thời trang,,100.0,100.0,10000000000.0,
Công ty TNHH Một thành viên Giám định PNJ,Công ty TNHH Một thành viên Giám định PNJ,Công ty TNHH Một thành viên Giám định PNJ,Thành phố Hồ Chí Minh,100,100,10.000.000.000,"Cung cấp dịch vụ giám định và tư vấn vàng, bạc, đá quý",,100.0,100.0,10000000000.0,
,,,,,,20.000.000.000,,,,,20000000000.0,
