row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,,
Công ty TNHH Một thành viên Thời trang CAO,Bán hàng và cung cấp dịch vụ > Công ty TNHH Một thành viên Thời trang CAO,Công ty TNHH Một thành viên Thời trang CAO,18.315.818.276,35.729.533.059,18315818276.0,35729533059.0
Công ty TNHH Một thành viên Giám định PNJ,Bán hàng và cung cấp dịch vụ > Công ty TNHH Một thành viên Giám định PNJ,Công ty TNHH Một thành viên Giám định PNJ,660.000.000,720.000.000,660000000.0,720000000.0
,,,18.975.818.276,36.449.533.059,18975818276.0,36449533059.0
Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,,
Ngân hàng Thương mại Cổ phần Đông Á,Mua hàng hóa và dịch vụ > Ngân hàng Thương mại Cổ phần Đông Á,Ngân hàng Thương mại Cổ phần Đông Á,68.624,423.080.075,68624.0,423080075.0
Công ty Cổ phần Địa ốc Đông Á,Mua hàng hóa và dịch vụ > Công ty Cổ phần Địa ốc Đông Á,Công ty Cổ phần Địa ốc Đông Á,-,3.499.947.727,,3499947727.0
Công ty TNHH Một thành viên Giám định PNJ,Mua hàng hóa và dịch vụ > Công ty TNHH Một thành viên Giám định PNJ,Công ty TNHH Một thành viên Giám định PNJ,1.216.604.400,761.730.003,1216604400.0,761730003.0
Công ty TNHH Một thành viên Thời trang CAO,Mua hàng hóa và dịch vụ > Công ty TNHH Một thành viên Thời trang CAO,Công ty TNHH Một thành viên Thời trang CAO,14.758.908.742,31.575.941.645,14758908742.0,31575941645.0
,,,15.975.581.766,36.260.699.450,15975581766.0,36260699450.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,,
Ngân hàng Thương mại Cổ phần Đông Á,Chi phí lãi vay > Ngân hàng Thương mại Cổ phần Đông Á,Ngân hàng Thương mại Cổ phần Đông Á,2.068.435.000,3.735.276.333,2068435000.0,3735276333.0
Mua quyền sử dụng đất,Mua quyền sử dụng đất,Mua quyền sử dụng đất,Mua quyền sử dụng đất,Mua quyền sử dụng đất,,
Ngân hàng Thương mại Cổ phần Đông Á,Mua quyền sử dụng đất > Ngân hàng Thương mại Cổ phần Đông Á,Ngân hàng Thương mại Cổ phần Đông Á,-,6.500.000.000,,6500000000.0
Lợi nhuận được chia,Lợi nhuận được chia,Lợi nhuận được chia,Lợi nhuận được chia,Lợi nhuận được chia,,
Công ty TNHH Một thành viên Giám định PNJ,Lợi nhuận được chia > Công ty TNHH Một thành viên Giám định PNJ,Công ty TNHH Một thành viên Giám định PNJ,7.000.000.000,12.000.000.000,7000000000.0,12000000000.0
Công ty TNHH Một thành viên Thời trang CAO,Lợi nhuận được chia > Công ty TNHH Một thành viên Thời trang CAO,Công ty TNHH Một thành viên Thời trang CAO,1.000.000.000,12.000.000.000,1000000000.0,12000000000.0
,,,8.000.000.000,30.500.000.000,8000000000.0,30500000000.0
