row_label_raw,row_label_full,col_0,Mã số,Trình bàynăm trướcVND,Số trình bày lạiVND,Thay đổiVND,numeric__Mã số,numeric__Trình bàynăm trướcVND,numeric__Số trình bày lạiVND,numeric__Thay đổiVND
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,200.173.218.539,189.961.629.733,(10.211.588.806),1.0,200173218539.0,189961629733.0,-10211588806.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,625.474.030.579,615.262.441.773,(10.211.588.806),8.0,625474030579.0,615262441773.0,-10211588806.0
Tăng các khoản phải trả,Tăng các khoản phải trả,Tăng các khoản phải trả,11,40.246.437.507,50.458.026.313,10.211.588.806,11.0,40246437507.0,50458026313.0,10211588806.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,65.711.729.610,65.711.729.610,-,20.0,65711729610.0,65711729610.0,
