row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
,,,Giá gốc,Giá gốc,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,86.017.812.275,9.502.592.792,86017812275.0,9502592792.0
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",147.661.925.780,91.664.955.905,147661925780.0,91664955905.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",25.257.327.045,20.578.565.163,25257327045.0,20578565163.0
"Chỉ phí sản xuất, kinh doanh dở dang","Chỉ phí sản xuất, kinh doanh dở dang","Chỉ phí sản xuất, kinh doanh dở dang",284.243.247.575,131.664.308.110,284243247575.0,131664308110.0
Thành phẩm,Thành phẩm,Thành phẩm,233.956.735.746,134.240.935.308,233956735746.0,134240935308.0
Hàng hoá,Hàng hoá,Hàng hoá,1.976.744.705.226,1.689.170.023.391,1976744705226.0,1689170023391.0
Hàng gửi bán,Hàng gửi bán,Hàng gửi bán,62.864.818.682,39.821.332.791,62864818682.0,39821332791.0
,,,2.816.746.572.329,2.116.642.713.460,2816746572329.0,2116642713460.0
