row_label_raw,row_label_full,Hoàng Việt Anh,Chủ tịch,-,-_1,numeric__Chủ tịch,numeric__-,numeric__-_1
Trương Gia Bình,Trương Gia Bình,Trương Gia Bình,Thành viên,-,-,,,
Nguyễn Văn Khoa,Nguyễn Văn Khoa,Nguyễn Văn Khoa,Thành viên,-,-,,,
Chu Thị Thanh Hà,Chu Thị Thanh Hà,Chu Thị Thanh Hà,Thành viên,-,-,,,
Nguyễn Trọng Trung,Nguyễn Trọng Trung,Nguyễn Trọng Trung,Thành viên(từ ngày 24/12/2025),-,-,,,
Võ Mạnh Cường,Võ Mạnh Cường,Võ Mạnh Cường,Thành viên(từ ngày 24/12/2025),-,-,,,
Nguyễn Hoàng Linh,Nguyễn Hoàng Linh,Nguyễn Hoàng Linh,Thành viên(từ ngày 24/12/2025),-,-,,,
Trần Thị Hồng Lĩnh,Nguyễn Hoàng Linh > Trần Thị Hồng Lĩnh,Trần Thị Hồng Lĩnh,Thành viên(đến ngày 24/12/2025),-,60.000.000,,,60000000.0
Phan Thế Thành,Nguyễn Hoàng Linh > Phan Thế Thành,Phan Thế Thành,Thành viên(đến ngày 24/12/2025),-,60.000.000,,,60000000.0
,,,,-,120.000.000,,,120000000.0
