row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 31.12.2025 VND,Tại ngày > 31.12.2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025 VND,numeric__Tại ngày > 31.12.2024 VND
100,100,100,TÀI SẢN NGÂN HẠN,,16.933.781.095.682,15.257.330.627.437,,,16933781095682.0,15257330627437.0
110,110,110,Tiền và các khoản tương đương tiền,3,713.425.316.747,679.277.313.660,,3.0,713425316747.0,679277313660.0
111,111,111,Tiền,,442.912.058.157,349.170.044.324,,,442912058157.0,349170044324.0
112,112,112,Các khoản tương đương tiền,,270.513.258.590,330.107.269.336,,,270513258590.0,330107269336.0
120,120,120,Đầu tư tài chính ngắn hạn,,12.378.501.219.537,11.376.821.923.875,,,12378501219537.0,11376821923875.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),12.378.501.219.537,11.376.821.923.875,,,12378501219537.0,11376821923875.0
130,130,130,Các khoản phải thu ngắn hạn,,2.152.609.986.778,1.815.061.889.259,,,2152609986778.0,1815061889259.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,2.048.505.156.434,1.757.533.007.648,,5.0,2048505156434.0,1757533007648.0
132,132,132,Trả trước cho người bán ngắn hạn,,163.138.393.846,163.253.428.637,,,163138393846.0,163253428637.0
136,136,136,Phải thu ngắn hạn khác,6,191.822.741.376,158.903.503.000,,6.0,191822741376.0,158903503000.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,7,(250.856.304.878),(264.628.050.026),,7.0,-250856304878.0,-264628050026.0
140,140,140,Hàng tồn kho,8,1.426.949.537.850,1.196.303.165.040,,8.0,1426949537850.0,1196303165040.0
141,141,141,Hàng tồn kho,,1.441.729.039.615,1.213.429.172.696,,,1441729039615.0,1213429172696.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(14.779.501.765),(17.126.007.656),,,-14779501765.0,-17126007656.0
150,150,150,Tài sản ngắn hạn khác,,262.295.034.770,189.866.335.603,,,262295034770.0,189866335603.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),226.041.323.305,145.835.516.238,,,226041323305.0,145835516238.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,20.368.790.345,43.921.597.332,,,20368790345.0,43921597332.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),15.884.921.120,109.222.033,,,15884921120.0,109222033.0
200,200,200,TÀI SẢN DÀI HẠN,,9.170.993.649.171,8.510.994.698.205,,,9170993649171.0,8510994698205.0
210,210,210,Các khoản phải thu dài hạn,,26.190.016.612,25.896.153.168,,,26190016612.0,25896153168.0
216,216,216,Phải thu dài hạn khác,,26.190.016.612,25.896.153.168,,,26190016612.0,25896153168.0
220,220,220,Tài sản cố định,,5.785.975.696.638,5.688.194.234.388,,,5785975696638.0,5688194234388.0
221,221,221,Tài sản cố định hữu hình,10(a),5.323.298.192.799,5.078.687.887.701,,,5323298192799.0,5078687887701.0
222,222,222,Nguyên giá,,14.676.925.119.898,13.369.037.927.616,,,14676925119898.0,13369037927616.0
223,223,223,Giá trị khấu hao lũy kế,,(9.353.626.927.099),(8.290.350.039.915),,,-9353626927099.0,-8290350039915.0
227,227,227,Tài sản cố định vô hình,10(b),462.677.503.839,609.506.346.687,,,462677503839.0,609506346687.0
228,228,228,Nguyên giá,,1.150.249.760.810,1.253.885.721.975,,,1150249760810.0,1253885721975.0
229,229,229,Giá trị khấu hao lũy kế,,(687.572.256.971),(644.379.375.288),,,-687572256971.0,-644379375288.0
240,240,240,Tài sản dở dang dài hạn,,696.595.065.534,389.574.246.576,,,696595065534.0,389574246576.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,696.595.065.534,389.574.246.576,,11.0,696595065534.0,389574246576.0
250,250,250,Đầu tư tài chính dài hạn,,6.000.000.000,6.200.000.000,,,6000000000.0,6200000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),9.684.980.000,9.684.980.000,,,9684980000.0,9684980000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(3.684.980.000),(3.684.980.000),,,-3684980000.0,-3684980000.0
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(a),-,200.000.000,,,,200000000.0
260,260,260,Tài sản dài hạn khác,,2.656.232.870.387,2.401.130.064.073,,,2656232870387.0,2401130064073.0
261,261,261,Chi phí trả trước dài hạn,9(b),2.638.968.563.678,2.377.253.610.814,,,2638968563678.0,2377253610814.0
262,262,262,Tài sản thuế thu nhập hoãn lại,12,17.264.306.709,23.876.453.259,,12.0,17264306709.0,23876453259.0
270,270,270,TỔNG TÀI SẢN,,26.104.774.744.853,23.768.325.325.642,,,26104774744853.0,23768325325642.0
