row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,19.521.806.827.821,17.617.660.996.679,,,19521806827821.0,17617660996679.0
02,02,02,Các khoản giảm trừ doanh thu,,15.091.518.665,7.260.744.042,,,15091518665.0,7260744042.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),25,19.506.715.309.156,17.610.400.252.637,,25.0,19506715309156.0,17610400252637.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,9.796.896.846.035,9.294.623.536.001,,26.0,9796896846035.0,9294623536001.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,9.709.818.463.121,8.315.776.716.636,,,9709818463121.0,8315776716636.0
21,21,21,Doanh thu hoạt động tài chính,27,805.224.384.217,659.223.846.745,,27.0,805224384217.0,659223846745.0
22,22,22,Chỉ phí tài chính,28,374.045.929.358,334.222.815.878,,28.0,374045929358.0,334222815878.0
23,23,23,- Trong đó: Chi phí lãi vay,,346.676.040.573,295.513.005.046,,,346676040573.0,295513005046.0
25,25,25,Chi phí bán hàng,29,3.501.069.545.688,2.856.882.910.299,,29.0,3501069545688.0,2856882910299.0
26,26,26,Chi phí quản lý doanh nghiệp,30,2.291.156.681.409,2.150.592.972.594,,30.0,2291156681409.0,2150592972594.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,4.348.770.690.883,3.633.301.864.610,,,4348770690883.0,3633301864610.0
31,31,31,Thu nhập khác,,43.227.272.233,23.752.043.108,,,43227272233.0,23752043108.0
32,32,32,Chi phí khác,,28.034.740.707,69.456.190.382,,,28034740707.0,69456190382.0
40,40,40,Lợi nhuận/(lỗ) khác (40 = 31 - 32),,15.192.531.526,(45.704.147.274),,,15192531526.0,-45704147274.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,4.363.963.222.409,3.587.597.717.336,,,4363963222409.0,3587597717336.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,31,866.690.181.308,726.110.309.518,,31.0,866690181308.0,726110309518.0
52,52,52,Chi phí thuế TNDN hoãn lại,31,11.067.716.000,401.303.857,,31.0,11067716000.0,401303857.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,3.486.205.325.101,2.861.086.103.961,,,3486205325101.0,2861086103961.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Cổ đông của Công ty,,3.417.997.633.446,2.803.323.676.314,,,3417997633446.0,2803323676314.0
62,62,62,Cổ đông không kiểm soát,,68.207.691.655,57.762.427.647,,,68207691655.0,57762427647.0
70,70,70,Lãi cơ bản trên cổ phiếu,23(a),4.150,3.412,,,4150.0,3412.0
71,71,71,Lãi suy giảm trên cổ phiếu,23(b),4.150,3.412,,,4150.0,3412.0
