row_label_raw,row_label_full,Công ty TNHH Phân mêm FPT,29.298.797.176,28.307.888.085,numeric__29.298.797.176,numeric__28.307.888.085
Công ty TNHH FPT IS,Công ty TNHH FPT IS,Công ty TNHH FPT IS,14.324.000,12.540.000,14324000.0,12540000.0
,,,29.313.121.176,28.320.428.085,29313121176.0,28320428085.0
