row_label_raw,row_label_full,Trần Khương,Trường ban,-,-_1,numeric__Trường ban,numeric__-,numeric__-_1
Phạm Xuân Hoàn,Phạm Xuân Hoàn,Phạm Xuân Hoàn,Thành viên,-,-,,,
Lưu Nguyễn Kim Thoa,Lưu Nguyễn Kim Thoa,Lưu Nguyễn Kim Thoa,Thành viên(từ ngày 24/12/2025),-,-,,,
Đỗ Xuân Phúc,Lưu Nguyễn Kim Thoa > Đỗ Xuân Phúc,Đỗ Xuân Phúc,Thành viên(đến ngày 24/12/2025),-,24.000.000,,,24000000.0
,,,,-,24.000.000,,,24000000.0
