row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày > 31.12.2025 VND,Tại ngày > 31.12.2024 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025 VND,numeric__Tại ngày > 31.12.2024 VND
300,300,300,NỘ PHẢI TRẢ,,14.873.990.102.754,13.122.061.089.134,,,14873990102754.0,13122061089134.0
310,310,310,Nợ ngắn hạn,,14.680.701.219.034,13.000.283.528.216,,,14680701219034.0,13000283528216.0
311,311,311,Phải trả người bán ngắn hạn,13,1.874.610.162.906,1.541.348.647.172,,13.0,1874610162906.0,1541348647172.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,134.288.296.245,123.277.635.732,,14.0,134288296245.0,123277635732.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),400.301.569.324,426.358.111.164,,,400301569324.0,426358111164.0
314,314,314,Phải trả người lao động,,1.783.804.117.734,1.497.091.745.800,,,1783804117734.0,1497091745800.0
315,315,315,Chi phí phải trả ngắn hạn,16,413.207.171.422,345.801.018.557,,16.0,413207171422.0,345801018557.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17(a),1.881.663.348.162,1.745.702.838.876,,,1881663348162.0,1745702838876.0
319,319,319,Phải trả ngắn hạn khác,18,272.485.291.138,279.814.774.431,,18.0,272485291138.0,279814774431.0
320,320,320,Vay ngắn hạn,19(a),7.359.517.303.863,6.540.635.801.900,,,7359517303863.0,6540635801900.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,560.823.958.240,500.252.954.584,,20.0,560823958240.0,500252954584.0
330,330,330,Nợ dài hạn,,193.288.883.720,121.777.560.918,,,193288883720.0,121777560918.0
336,336,336,Doanh thu chưa thực hiện dài hạn,17(b),31.383.402.114,34.891.471.164,,,31383402114.0,34891471164.0
337,337,337,Phải trả dài hạn khác,,2.740.478.670,1.681.834.640,,,2740478670.0,1681834640.0
338,338,338,Vay dài hạn,19(b),151.289.507.937,81.784.329.565,,,151289507937.0,81784329565.0
341,341,341,Thuế thu nhập hoãn lại phải trả,12,7.875.494.999,3.419.925.549,,12.0,7875494999.0,3419925549.0
400,400,400,VỐN CHỦ SỞ HỮU,,11.230.784.642.099,10.646.264.236.508,,,11230784642099.0,10646264236508.0
410,410,410,Vốn chủ sở hữu,"21,22",11.230.784.642.099,10.646.264.236.508,,21.22,11230784642099.0,10646264236508.0
411,411,411,Vốn góp của chủ sở hữu,,7.387.634.630.000,4.925.091.640.000,,,7387634630000.0,4925091640000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,7.387.634.630.000,4.925.091.640.000,,,7387634630000.0,4925091640000.0
414,414,414,Vốn khác của chủ sở hữu,22,55.391.600.000,55.391.600.000,,22.0,55391600000.0,55391600000.0
418,418,418,Quỹ đầu tư phát triển,22,580.634.183.368,2.122.083.824.808,,22.0,580634183368.0,2122083824808.0
421,421,421,Lợi nhuận sau thuế (“LNST”) chưa phân phối,22,2.872.006.578.548,3.189.864.568.073,,22.0,2872006578548.0,3189864568073.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,321.243.599.010,1.081.485.817.354,,,321243599010.0,1081485817354.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,2.550.762.979.538,2.108.378.750.719,,,2550762979538.0,2108378750719.0
429,429,429,Lợi ích của cổ đông không kiểm soát,22,335.117.650.183,353.832.603.627,,22.0,335117650183.0,353832603627.0
440,440,440,TỔNG NGUỒN VỐN,,26.104.774.744.853,23.768.325.325.642,,,26104774744853.0,23768325325642.0
