row_label_raw,row_label_full,Tiền trả trước của khách hàng cho dịch vụ viễn thông,5.234.542.019,6.969.806.981,numeric__5.234.542.019,numeric__6.969.806.981
Tiền cho thuê văn phòng – Bên liên quan (Thuyết minh 34(b)),Tiền cho thuê văn phòng – Bên liên quan (Thuyết minh 34(b)),Tiền cho thuê văn phòng – Bên liên quan (Thuyết minh 34(b)),26.148.860.095,27.921.664.183,26148860095.0,27921664183.0
,,,31.383.402.114,34.891.471.164,31383402114.0,34891471164.0
