row_label_raw,row_label_full,col_0,col_1,2019Triệu VND,2018Triệu VND,numeric__col_1,numeric__2019Triệu VND,numeric__2018Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
01,01,01,Mua sắm tài sản cố định,(125.390),(145.040),,-125390.0,-145040.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",1.892,1.762,,1892.0,1762.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",-,(583.900),,,-583900.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",21.000,13.363,,21000.0,13363.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",129.921,141.168,,129921.0,141168.0
II,II,II,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ,27.423,(572.647),,27423.0,-572647.0
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
04,04,04,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(436),(578),,-436.0,-578.0
III,III,III,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,(436),(578),,-436.0,-578.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,10.769.883,2.549.461,,10769883.0,2549461.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,39.141.295,36.591.834,,39141295.0,36591834.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM (THUYẾT MINH 33),49.911.178,39.141.295,,49911178.0,39141295.0
