row_label_raw,row_label_full,col_0,Giao dịch,Giao dịch_1,numeric__Giao dịch,numeric__Giao dịch_1
,,,2019Triệu VNDDoanh thu/(chi phí),2018Triệu VNDDoanh thu/(chi phí),,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,Công ty TNHH MTV Quản lý Nợ và Khai thác,,
"Tài sản NH TMCP Sài Gòn – Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn – Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn – Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn – Hà Nội (""SHB AMC"")","Tài sản NH TMCP Sài Gòn – Hà Nội (""SHB AMC"")",,
• Thu lãi điều chuyển vốn nội bộ,"Tài sản NH TMCP Sài Gòn – Hà Nội (""SHB AMC"") > • Thu lãi điều chuyển vốn nội bộ",• Thu lãi điều chuyển vốn nội bộ,58.680,-,58680.0,
• Chi phí lãi tiền gửi,"Tài sản NH TMCP Sài Gòn – Hà Nội (""SHB AMC"") > • Chi phí lãi tiền gửi",• Chi phí lãi tiền gửi,(1.958),(2.488),-1958.0,-2488.0
• Chi phí khác,"Tài sản NH TMCP Sài Gòn – Hà Nội (""SHB AMC"") > • Chi phí khác",• Chi phí khác,(85.706),(69.538),-85706.0,-69538.0
• Thu nhập lãi cho vay,"Tài sản NH TMCP Sài Gòn – Hà Nội (""SHB AMC"") > • Thu nhập lãi cho vay",• Thu nhập lãi cho vay,-,592,,592.0
"Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"")",,
• Thu lãi điều chuyển vốn nội bộ,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"") > • Thu lãi điều chuyển vốn nội bộ",• Thu lãi điều chuyển vốn nội bộ,40.906,16.735,40906.0,16735.0
• Thu nhập lãi cho vay,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"") > • Thu nhập lãi cho vay",• Thu nhập lãi cho vay,81.667,25.829,81667.0,25829.0
• Chi phí lãi tiền gửi,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Lào (""SHB Lào"") > • Chi phí lãi tiền gửi",• Chi phí lãi tiền gửi,(18.965),(11.047),-18965.0,-11047.0
"Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (""SHB FC"")","Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (""SHB FC"")","Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (""SHB FC"")","Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (""SHB FC"")","Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (""SHB FC"")",,
• Thu lãi điều chuyển vốn nội bộ,"Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (""SHB FC"") > • Thu lãi điều chuyển vốn nội bộ",• Thu lãi điều chuyển vốn nội bộ,7.429,-,7429.0,
• Chi phí lãi tiền gửi,"Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (""SHB FC"") > • Chi phí lãi tiền gửi",• Chi phí lãi tiền gửi,(7.647),(1.715),-7647.0,-1715.0
• Chi phí lãi chứng khoán đầu tư,"Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (""SHB FC"") > • Chi phí lãi chứng khoán đầu tư",• Chi phí lãi chứng khoán đầu tư,(403),(47.381),-403.0,-47381.0
• Thu nhập từ cho thuê văn phòng,"Công ty TNHH MTV Tài chính Ngân hàng TMCP Sài Gòn - Hà Nội (""SHB FC"") > • Thu nhập từ cho thuê văn phòng",• Thu nhập từ cho thuê văn phòng,1.200,1.200,1200.0,1200.0
"Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia (""SHB Cam"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia (""SHB Cam"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia (""SHB Cam"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia (""SHB Cam"")","Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia (""SHB Cam"")",,
• Thu lãi điều chuyển vốn nội bộ,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia (""SHB Cam"") > • Thu lãi điều chuyển vốn nội bộ",• Thu lãi điều chuyển vốn nội bộ,61.478,45.176,61478.0,45176.0
• Thu nhập lãi cho vay,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia (""SHB Cam"") > • Thu nhập lãi cho vay",• Thu nhập lãi cho vay,157.032,59.533,157032.0,59533.0
• Chi phí lãi tiền gửi,"Ngân hàng TNHH MTV Sài Gòn Hà Nội Campuchia (""SHB Cam"") > • Chi phí lãi tiền gửi",• Chi phí lãi tiền gửi,(3.693),-,-3693.0,
