row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,%,31/12/2018Triệu VND,%_1,numeric__31/12/2019Triệu VND,numeric__%,numeric__31/12/2018Triệu VND,numeric__%_1
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",44.555.277,"17,55",35.994.402,"17,26",44555277.0,17.55,35994402.0,17.26
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",39.540.447,"15,58",34.808.307,"16,70",39540447.0,15.58,34808307.0,16.7
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",37.620.506,"14,82",28.631.050,"13,73",37620506.0,14.82,28631050.0,13.73
Xây dựng,Xây dựng,Xây dựng,36.252.641,"14,28",28.383.404,"13,61",36252641.0,14.28,28383404.0,13.61
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",18.239.684,"7,18",15.368.459,"7,37",18239684.0,7.18,15368459.0,7.37
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,20.812.847,"8,20",15.162.622,"7,27",20812847.0,8.2,15162622.0,7.27
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",4.128.152,"1,63",4.300.301,"2,06",4128152.0,1.63,4300301.0,2.06
Khai khoáng,Khai khoáng,Khai khoáng,3.192.522,"1,26",4.487.214,"2,15",3192522.0,1.26,4487214.0,2.15
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",2.374.742,"0,94",2.406.192,"1,15",2374742.0,0.94,2406192.0,1.15
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,1.674.156,"0,66",1.166.877,"0,56",1674156.0,0.66,1166877.0,0.56
"Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm",1.506.724,"0,59",2.459.483,"1,18",1506724.0,0.59,2459483.0,1.18
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,507.655,"0,20",959.840,"0,46",507655.0,0.2,959840.0,0.46
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",211.064,"0,08",158.586,"0,08",211064.0,0.08,158586.0,0.08
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",103.752,"0,04",89.474,"0,04",103752.0,0.04,89474.0,0.04
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,413.772,"0,16",951.543,"0,46",413772.0,0.16,951543.0,0.46
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",114.364,"0,05",271.669,"0,13",114364.0,0.05,271669.0,0.13
"Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc",15.131,"0,01",28.546,"0,01",15131.0,0.01,28546.0,0.01
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,45.455,"0,02",556.614,"0,27",45455.0,0.02,556614.0,0.27
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,65.300,"0,03",68.534,"0,03",65300.0,0.03,68534.0,0.03
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,42.520.617,"16,72",32.246.964,"15,48",42520617.0,16.72,32246964.0,15.48
,,,253.894.808,"100,00",208.500.081,"100,00",253894808.0,100.0,208500081.0,100.0
