row_label_raw,row_label_full,col_0,2019Triệu VND,2018Triệu VND,numeric__2019Triệu VND,numeric__2018Triệu VND
Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,Thu nhập từ hoạt động dịch vụ từ,,
Dịch vụ thanh toán và tiền mặt,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ thanh toán và tiền mặt,Dịch vụ thanh toán và tiền mặt,216.114,185.930,216114.0,185930.0
Dịch vụ ngân quỹ,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,13.786,11.532,13786.0,11532.0
Dịch vụ đại lý,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ đại lý,Dịch vụ đại lý,134.889,153.773,134889.0,153773.0
Dịch vụ tư vấn,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ tư vấn,Dịch vụ tư vấn,73.667,103.021,73667.0,103021.0
Dịch vụ khác,Thu nhập từ hoạt động dịch vụ từ > Dịch vụ khác,Dịch vụ khác,271.822,210.313,271822.0,210313.0
,,,710.278,664.569,710278.0,664569.0
Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,Chi phí hoạt động dịch vụ cho,,
Dịch vụ tư vấn,Chi phí hoạt động dịch vụ cho > Dịch vụ tư vấn,Dịch vụ tư vấn,3.036,14.993,3036.0,14993.0
Dịch vụ thanh toán và tiền mặt,Chi phí hoạt động dịch vụ cho > Dịch vụ thanh toán và tiền mặt,Dịch vụ thanh toán và tiền mặt,49.150,45.375,49150.0,45375.0
Cước phí bưu điện về mạng viễn thông,Chi phí hoạt động dịch vụ cho > Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,27.239,22.458,27239.0,22458.0
Dịch vụ ngân quỹ,Chi phí hoạt động dịch vụ cho > Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,14.578,14.496,14578.0,14496.0
Dịch vụ khác,Chi phí hoạt động dịch vụ cho > Dịch vụ khác,Dịch vụ khác,16.205,5.840,16205.0,5840.0
,,,110.208,103.162,110208.0,103162.0
Lãi thuần từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ cho > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,600.070,561.407,600070.0,561407.0
