row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2019Triệu VND,31/12/2018Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2019Triệu VND,numeric__31/12/2018Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.679.027,1.826.756,,4.0,1679027.0,1826756.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,9.194.229,3.187.062,,5.0,9194229.0,3187062.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,39.037.922,34.127.477,,6.0,39037922.0,34127477.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,39.037.922,34.127.477,,,39037922.0,34127477.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,172.946,58.228,,7.0,172946.0,58228.0
VI,A > VI,VI,Cho vay khách hàng,,250.839.421,205.713.823,,,250839421.0,205713823.0
1,A > 1,1,Cho vay khách hàng,8,253.894.808,208.500.081,,8.0,253894808.0,208500081.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(3.055.387),(2.786.258),,9.0,-3055387.0,-2786258.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,,21.604.317,48.026.925,,,21604317.0,48026925.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,10,6.558.244,25.193.006,,10.0,6558244.0,25193006.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,11,15.780.793,24.761.139,,11.0,15780793.0,24761139.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,12,(734.720),(1.927.220),,12.0,-734720.0,-1927220.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,4.068.620,4.064.028,,13.0,4068620.0,4064028.0
1,A > 1,1,Đầu tư vào công ty con,,3.935.480,3.868.261,,,3935480.0,3868261.0
4,A > 4,4,Đầu tư dài hạn khác,,165.891,201.750,,,165891.0,201750.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(32.751),(5.983),,,-32751.0,-5983.0
X,A > X,X,Tài sản cố định,,4.766.876,4.749.668,,,4766876.0,4749668.0
1,A > 1,1,Tài sản cố định hữu hình,14,453.262,443.030,,14.0,453262.0,443030.0
a,A > a,a,Nguyên giá,,1.130.178,1.060.857,,,1130178.0,1060857.0
b,A > b,b,Giá trị hao mòn lũy kế,,(676.916),(617.827),,,-676916.0,-617827.0
3,A > 3,3,Tài sản cố định vô hình,15,4.313.614,4.306.638,,15.0,4313614.0,4306638.0
a,A > a,a,Nguyên giá,,4.570.821,4.532.245,,,4570821.0,4532245.0
b,A > b,b,Giá trị hao mòn lũy kế,,(257.207),(225.607),,,-257207.0,-225607.0
XII,A > XII,XII,Tài sản Có khác,16,29.846.416,19.924.446,,16.0,29846416.0,19924446.0
1,A > 1,1,Các khoản phải thu,,14.998.861,7.278.608,,,14998861.0,7278608.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,7.990.106,9.088.452,,,7990106.0,9088452.0
4,A > 4,4,Tài sản Có khác,,7.359.206,4.201.035,,,7359206.0,4201035.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,,(501.757),(643.649),,,-501757.0,-643649.0
,,,TỔNG TÀI SẢN,,361.209.774,321.678.413,,,361209774.0,321678413.0
