row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2019,Tổng giá trị của hợp đồng(theo tỷ giá ngày hiệu lực hợp đồng)Triệu VND > Tại ngày 31 tháng 12 năm 2019,Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu VND > Tại ngày 31 tháng 12 năm 2019,Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu VND > Tại ngày 31 tháng 12 năm 2019,Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Giá trị thuầnTriệu VND > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị của hợp đồng(theo tỷ giá ngày hiệu lực hợp đồng)Triệu VND > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu VND > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu VND > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo) > Giá trị thuầnTriệu VND > Tại ngày 31 tháng 12 năm 2019
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,6.292.326,58.767,(2.100),56.667,6292326.0,58767.0,-2100.0,56667.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,39.007.521,161.546,(45.267),116.279,39007521.0,161546.0,-45267.0,116279.0
,,,45.299.847,220.313,(47.367),172.946,45299847.0,220313.0,-47367.0,172946.0
Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,,,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2018 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,1.034.938,49.554,(33.929),15.625,1034938.0,49554.0,-33929.0,15625.0
Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2018 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,15.656.269,235.958,(193.355),42.603,15656269.0,235958.0,-193355.0,42603.0
,,,16.691.207,285.512,(227.284),58.228,16691207.0,285512.0,-227284.0,58228.0
