row_label_raw,row_label_full,col_0,2019Triệu VND,2018Triệu VND,numeric__2019Triệu VND,numeric__2018Triệu VND
Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Doanh thu từ kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,687.647,300.692,687647.0,300692.0
Các công cụ phải sinh tiền tệ,Doanh thu từ kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,731.084,418.858,731084.0,418858.0
Thu nhập kinh doanh vàng,Doanh thu từ kinh doanh ngoại hối > Thu nhập kinh doanh vàng,Thu nhập kinh doanh vàng,90,95,90.0,95.0
,,,1.418.821,719.645,1418821.0,719645.0
Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Chi phí về kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,570.395,355.106,570395.0,355106.0
Các công cụ phải sinh tiền tệ,Chi phí về kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,688.375,302.712,688375.0,302712.0
Chi phí kinh doanh vàng,Chi phí về kinh doanh ngoại hối > Chi phí kinh doanh vàng,Chi phí kinh doanh vàng,22,43,22.0,43.0
,,,1.258.792,657.861,1258792.0,657861.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,160.029,61.784,160029.0,61784.0
