row_label_raw,row_label_full,Loại hình,31/12/2019Triệu VND,31/12/2018Triệu VND,numeric__31/12/2019Triệu VND,numeric__31/12/2018Triệu VND
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,13.431.289,7.997.099,13431289.0,7997099.0
Kỳ phiếu,Kỳ phiếu,Kỳ phiếu,4.351.000,5.074.082,4351000.0,5074082.0
Trái phiếu,Trái phiếu,Trái phiếu,7.150.475,4.000.555,7150475.0,4000555.0
,,,24.932.764,17.071.736,24932764.0,17071736.0
