row_label_raw,row_label_full,col_0,31/12/2019Triệu VND,%,31/12/2018Triệu VND,%_1,numeric__31/12/2019Triệu VND,numeric__%,numeric__31/12/2018Triệu VND,numeric__%_1
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,,,
Công ty nhà nước,Cho vay các tổ chức kinh tế > Công ty nhà nước,Công ty nhà nước,15.841.977,"6,24",18.525.679,"8,89",15841977.0,6.24,18525679.0,8.89
Công ty TNHH,Cho vay các tổ chức kinh tế > Công ty TNHH,Công ty TNHH,46.363.500,"18,26",33.997.631,"16,31",46363500.0,18.26,33997631.0,16.31
Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiểm cổ phần chi phối),Cho vay các tổ chức kinh tế > Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiểm cổ phần chi phối),Công ty cổ phần có hơn 50% vốn Nhà nước (Nhà nước chiểm cổ phần chi phối),11.010.448,"4,34",13.093.719,"6,28",11010448.0,4.34,13093719.0,6.28
Công ty cổ phần khác,Cho vay các tổ chức kinh tế > Công ty cổ phần khác,Công ty cổ phần khác,118.853.891,"46,81",87.681.123,"42,05",118853891.0,46.81,87681123.0,42.05
Doanh nghiệp tư nhân,Cho vay các tổ chức kinh tế > Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,2.475.208,"0,97",2.324.998,"1,12",2475208.0,0.97,2324998.0,1.12
Doanh nghiệp có vốn đầu tư nước ngoài,Cho vay các tổ chức kinh tế > Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,98.030,"0,04",30.801,"0,01",98030.0,0.04,30801.0,0.01
Hợp tác xã và liên hiệp hợp tác xã,Cho vay các tổ chức kinh tế > Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,24.103,"0,01",43.441,"0,02",24103.0,0.01,43441.0,0.02
Công ty hợp danh,Cho vay các tổ chức kinh tế > Công ty hợp danh,Công ty hợp danh,1.578,"0,00",6.158,"0,00",1578.0,0.0,6158.0,0.0
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,,,,
"Hộ kinh doanh, cá nhân","Cho vay cá nhân > Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",58.683.073,"23,12",50.902.909,"24,41",58683073.0,23.12,50902909.0,24.41
Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,Cho vay khác,,,,
Thành phần kinh tế khác,Cho vay khác > Thành phần kinh tế khác,Thành phần kinh tế khác,543.000,"0,21",1.893.622,"0,91",543000.0,0.21,1893622.0,0.91
,,,253.894.808,"100,00",208.500.081,"100,00",253894808.0,100.0,208500081.0,100.0
