row_label_raw,row_label_full,Tại 31 tháng 12 năm 2019(Triệu VND),Quá hạn,Khônghuống lãi,Dưới1 tháng,Từ 1 đến3 tháng,Từ 3 đến6 tháng,Từ 6 đến12 tháng,Từ 1 đến5 năm,Trên 5 năm,Tổng cộng,numeric__Quá hạn,numeric__Khônghuống lãi,numeric__Dưới1 tháng,numeric__Từ 1 đến3 tháng,numeric__Từ 3 đến6 tháng,numeric__Từ 6 đến12 tháng,numeric__Từ 1 đến5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,1.679.027,-,-,-,-,-,-,1.679.027,,1679027.0,,,,,,,1679027.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,-,-,9.194.229,-,-,-,-,-,9.194.229,,,9194229.0,,,,,,9194229.0
Tiền gửi và cho vay các TCTD khác - gộp,Tài sản > Tiền gửi và cho vay các TCTD khác - gộp,Tiền gửi và cho vay các TCTD khác - gộp,-,-,33.020.288,6.017.634,-,-,-,-,39.037.922,,,33020288.0,6017634.0,,,,,39037922.0
Các công cụ tài chính phải sinh và các TS tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các TS tài chính khác,Các công cụ tài chính phải sinh và các TS tài chính khác,-,172.946,-,-,-,-,-,-,172.946,,172946.0,,,,,,,172946.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,9.101.269,-,78.588.651,130.891.450,5.382.481,1.894.116,26.442.591,1.594.250,253.894.808,9101269.0,,78588651.0,130891450.0,5382481.0,1894116.0,26442591.0,1594250.0,253894808.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,350.000,4.565.438,1.550.000,2.238.007,-,1.801.055,4.297.214,7.537.323,22.339.037,350000.0,4565438.0,1550000.0,2238007.0,,1801055.0,4297214.0,7537323.0,22339037.0
"Góp vốn, đầu tư dài hạn","Tài sản > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",-,4.101.371,-,-,-,-,-,-,4.101.371,,4101371.0,,,,,,,4101371.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,4.766.876,-,-,-,-,-,-,4.766.876,,4766876.0,,,,,,,4766876.0
Tài sản có khác - gộp,Tài sản > Tài sản có khác - gộp,Tài sản có khác - gộp,892.013,19.248.880,784.619,3.608.781,4.297.002,1.516.878,-,-,30.348.173,892013.0,19248880.0,784619.0,3608781.0,4297002.0,1516878.0,,,30348173.0
,,,10.343.282,34.534.538,123.137.787,142.755.872,9.679.483,5.212.049,30.739.805,9.131.573,365.534.389,10343282.0,34534538.0,123137787.0,142755872.0,9679483.0,5212049.0,30739805.0,9131573.0,365534389.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
"Các khoản nợ Chính phủ, Ngân hàng Nhà nước","Nợ phải trả > Các khoản nợ Chính phủ, Ngân hàng Nhà nước","Các khoản nợ Chính phủ, Ngân hàng Nhà nước",-,-,725.071,-,-,-,-,-,725.071,,,725071.0,,,,,,725071.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,28.135.263,12.221.400,6.282.769,1.538.713,2.114,2.912,48.183.171,,,28135263.0,12221400.0,6282769.0,1538713.0,2114.0,2912.0,48183171.0
