row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2022 VND,2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2022 VND,numeric__2021 VND
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,01,,-,10.426.612.864.715,1.0,,,10426612864715.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,,-,607.391.240.914,2.0,,,607391240914.0
Doanh thu thuần về bán hàng (10 = 01 - 02),Doanh thu thuần về bán hàng (10 = 01 - 02),Doanh thu thuần về bán hàng (10 = 01 - 02),10,,-,9.819.221.623.801,10.0,,,9819221623801.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,,-,9.162.424.321.210,11.0,,,9162424321210.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,-,656.797.302.591,20.0,,,656797302591.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,19,399.151.446.172,4.135.046.625.560,21.0,19.0,399151446172.0,4135046625560.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,20,274.128.903.173,321.811.082.282,22.0,20.0,274128903173.0,321811082282.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,192.964.837.536,258.397.797.338,23.0,,192964837536.0,258397797338.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,,-,330.079.491.837,25.0,,,330079491837.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,21,111.716.043.665,146.906.364.440,26.0,21.0,111716043665.0,146906364440.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,13.306.499.334,3.993.046.989.592,30.0,,13306499334.0,3993046989592.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,503.945.630,817.986.182,31.0,,503945630.0,817986182.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,247.361.519,142.271.828,32.0,,247361519.0,142271828.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,256.584.111,675.714.354,40.0,,256584111.0,675714354.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,13.563.083.445,3.993.722.703.946,50.0,,13563083445.0,3993722703946.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,22,-,-,51.0,22.0,,
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,22,-,-,52.0,22.0,,
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),60,,13.563.083.445,3.993.722.703.946,60.0,,13563083445.0,3993722703946.0
