row_label_raw,row_label_full,col_0,31/12/2022VND,1/1/2022VND,numeric__31/12/2022VND,numeric__1/1/2022VND
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,
▪ Công ty Cổ phần Tập đoàn Masan,Công ty mẹ > ▪ Công ty Cổ phần Tập đoàn Masan,▪ Công ty Cổ phần Tập đoàn Masan,-,25.639.305.460,,25639305460.0
Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,,
▪ Công ty TNHH MEATDeli HN,Các công ty con sở hữu trực tiếp > ▪ Công ty TNHH MEATDeli HN,▪ Công ty TNHH MEATDeli HN,9.835.399.959,49.830.135,9835399959.0,49830135.0
▪ Công ty TNHH MML Farm Nghệ An,Các công ty con sở hữu trực tiếp > ▪ Công ty TNHH MML Farm Nghệ An,▪ Công ty TNHH MML Farm Nghệ An,31.135.513.121,4.921.754.097,31135513121.0,4921754097.0
Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,,
▪ Công ty TNHH MEATDeli Sài Gòn,Các công ty con sở hữu gián tiếp > ▪ Công ty TNHH MEATDeli Sài Gòn,▪ Công ty TNHH MEATDeli Sài Gòn,54.530.181.451,32.050.021.792,54530181451.0,32050021792.0
▪ Công ty TNHH Thực phẩm 3F VIỆT,Các công ty con sở hữu gián tiếp > ▪ Công ty TNHH Thực phẩm 3F VIỆT,▪ Công ty TNHH Thực phẩm 3F VIỆT,235.309.226,92.826.128,235309226.0,92826128.0
▪ Công ty Cổ phần 3F VIỆT,Các công ty con sở hữu gián tiếp > ▪ Công ty Cổ phần 3F VIỆT,▪ Công ty Cổ phần 3F VIỆT,235.309.226,-,235309226.0,
▪ Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 02,Các công ty con sở hữu gián tiếp > ▪ Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 02,▪ Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 02,340.777.976,-,340777976.0,
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,,
▪ Công ty Cổ phần Tầm nhìn Masan,Bên liên quan khác > ▪ Công ty Cổ phần Tầm nhìn Masan,▪ Công ty Cổ phần Tầm nhìn Masan,67.905.010.271,-,67905010271.0,
