row_label_raw,row_label_full,col_0,2022VND,2021VND,numeric__2022VND,numeric__2021VND
Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,Công ty TNHH MNS Feed Nghệ An,,
Mua hàng hóa,Công ty TNHH MNS Feed Nghệ An > Mua hàng hóa,Mua hàng hóa,-,242.477.221.630,,242477221630.0
Bán hàng hóa,Công ty TNHH MNS Feed Nghệ An > Bán hàng hóa,Bán hàng hóa,-,1.063.906.395,,1063906395.0
Phí thuê kho,Công ty TNHH MNS Feed Nghệ An > Phí thuê kho,Phí thuê kho,-,350.000.000,,350000000.0
Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế,,
Mua hàng hóa,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế > Mua hàng hóa,Mua hàng hóa,-,1.096.579.809.380,,1096579809380.0
Bán hàng hóa,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế > Bán hàng hóa,Bán hàng hóa,-,1.010.944.338,,1010944338.0
Phí thuê kho,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế > Phí thuê kho,Phí thuê kho,-,572.400.000,,572400000.0
Mua khoản đầu tư,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế > Mua khoản đầu tư,Mua khoản đầu tư,-,647.778.834.600,,647778834600.0
Thanh lý tài sản cố định,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế > Thanh lý tài sản cố định,Thanh lý tài sản cố định,-,27.752.082,,27752082.0
Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc,,
Mua hàng hóa,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc > Mua hàng hóa,Mua hàng hóa,-,4.946.973.880.135,,4946973880135.0
Bán hàng hóa,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc > Bán hàng hóa,Bán hàng hóa,-,19.235.758.535,,19235758535.0
Vay,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc > Vay,Vay,-,741.000.000.000,,741000000000.0
Trả nợ gốc vay,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc > Trả nợ gốc vay,Trả nợ gốc vay,-,3.852.844.095.436,,3852844095436.0
Chi phí lãi vay,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc > Chi phí lãi vay,Chi phí lãi vay,-,162.640.255.334,,162640255334.0
Thanh lý tài sản cố định,Công ty Cổ phần Việt – Pháp Sản xuất Thức ăn Gia súc > Thanh lý tài sản cố định,Thanh lý tài sản cố định,-,18.284.440,,18284440.0
Công ty TNHH Một Thành viên Proconco Cần Thơ,Công ty TNHH Một Thành viên Proconco Cần Thơ,Công ty TNHH Một Thành viên Proconco Cần Thơ,Công ty TNHH Một Thành viên Proconco Cần Thơ,Công ty TNHH Một Thành viên Proconco Cần Thơ,,
Mua hàng hóa,Công ty TNHH Một Thành viên Proconco Cần Thơ > Mua hàng hóa,Mua hàng hóa,-,27.401.743.715,,27401743715.0
Vay,Công ty TNHH Một Thành viên Proconco Cần Thơ > Vay,Vay,-,199.500.000.000,,199500000000.0
Trả nợ gốc vay,Công ty TNHH Một Thành viên Proconco Cần Thơ > Trả nợ gốc vay,Trả nợ gốc vay,-,199.500.000.000,,199500000000.0
Chi phí lãi vay,Công ty TNHH Một Thành viên Proconco Cần Thơ > Chi phí lãi vay,Chi phí lãi vay,-,642.772.603,,642772603.0
Công ty TNHH Một Thành viên Con Cò Bình Định,Công ty TNHH Một Thành viên Con Cò Bình Định,Công ty TNHH Một Thành viên Con Cò Bình Định,Công ty TNHH Một Thành viên Con Cò Bình Định,Công ty TNHH Một Thành viên Con Cò Bình Định,,
Mua hàng hóa,Công ty TNHH Một Thành viên Con Cò Bình Định > Mua hàng hóa,Mua hàng hóa,-,1.171.595.834.455,,1171595834455.0
Bán hàng hóa,Công ty TNHH Một Thành viên Con Cò Bình Định > Bán hàng hóa,Bán hàng hóa,-,3.607.237.955,,3607237955.0
Thanh lý tài sản cố định,Công ty TNHH Một Thành viên Con Cò Bình Định > Thanh lý tài sản cố định,Thanh lý tài sản cố định,-,227.864.500,,227864500.0
Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên,,
Mua hàng hóa,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên > Mua hàng hóa,Mua hàng hóa,-,606.875.721.510,,606875721510.0
Bán hàng hóa,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên > Bán hàng hóa,Bán hàng hóa,-,430.530.040,,430530040.0
Phí thuê kho,Công ty TNHH Sản xuất và Thương mại Proconco Hưng Yên > Phí thuê kho,Phí thuê kho,-,630.000.000,,630000000.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Công ty Cổ phần Hàng tiêu dùng Masan,Công ty Cổ phần Hàng tiêu dùng Masan,Công ty Cổ phần Hàng tiêu dùng Masan,Công ty Cổ phần Hàng tiêu dùng Masan,Công ty Cổ phần Hàng tiêu dùng Masan,,
Chi phí công nghệ thông tin,Công ty Cổ phần Hàng tiêu dùng Masan > Chi phí công nghệ thông tin,Chi phí công nghệ thông tin,5.129.058.410,9.387.998.709,5129058410.0,9387998709.0
Chi phí thuê,Công ty Cổ phần Hàng tiêu dùng Masan > Chi phí thuê,Chi phí thuê,205.342.720,-,205342720.0,
Phí quản lý,Công ty Cổ phần Hàng tiêu dùng Masan > Phí quản lý,Phí quản lý,-,80.552.302,,80552302.0
Mua hàng hóa,Công ty Cổ phần Hàng tiêu dùng Masan > Mua hàng hóa,Mua hàng hóa,35.686.364,84.541.386,35686364.0,84541386.0
