row_label_raw,row_label_full,Tên công ty,Giấy phép hoạt động,Lĩnh vực hoạt động,Tỷ lệ sở hữu trực tiếp của Ngân hàng,Tỷ lệ sở hữu trực tiếp của Ngân hàng_1,numeric__Giấy phép hoạt động,numeric__Lĩnh vực hoạt động,numeric__Tỷ lệ sở hữu trực tiếp của Ngân hàng,numeric__Tỷ lệ sở hữu trực tiếp của Ngân hàng_1
Tên công ty,Tên công ty,Tên công ty,Giấy phép hoạt động,Lĩnh vực hoạt động,31/12/2017,31/12/2016,,,,
Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”),Tên công ty > Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”),Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”),0105281799 ngày 11 tháng 7 năm 2014 do Sở kế hoạch và Đầu tư Hà Nội cấp,Quản lý nợ và khai thác tài sản,"100,00%","100,00%",,,1.0,1.0
Công ty Cổ phần Chứng khoán MB (“MBS”),Tên công ty > Công ty Cổ phần Chứng khoán MB (“MBS”),Công ty Cổ phần Chứng khoán MB (“MBS”),116/GP-UBCK ngày 9 tháng 12 năm 2013 do Ủy ban Chứng khoán Nhà nước cấp,Chứng khoán,"79,52%","79,52%",,,0.7951999999999999,0.7951999999999999
Công ty Cổ phần Quản lý Quỹ Đầu tư MB (“MB Cap”),Tên công ty > Công ty Cổ phần Quản lý Quỹ Đầu tư MB (“MB Cap”),Công ty Cổ phần Quản lý Quỹ Đầu tư MB (“MB Cap”),21/UBCK-GPĐCQLQ ngày 15 tháng 11 năm 2007 do Ủy Ban Chứng khoán Nhà nước cấp,Quản lý quỹ đầu tư,"90,77%","90,77%",,,0.9077,0.9077
Công ty Tài chính TNHH MB Shinsei (*),Tên công ty > Công ty Tài chính TNHH MB Shinsei (*),Công ty Tài chính TNHH MB Shinsei (*),27/GP-NHNN ngày 04 tháng 02 năm 2016 do Ngân hàng Nhà nước Việt Nam cấp,Tài chính tiêu dùng,"50,00%","100,00%",,,0.5,1.0
Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tên công ty > Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),43/GPĐC18/KDBH ngày 21 tháng 1 năm 2016 do Bộ Tài Chính cấp,Bảo hiểm phi nhân thọ,"69,58%","69,58%",,,0.6958,0.6958
