row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
Thu nhập từ hoạt động kinh doanh khác,Thu nhập từ hoạt động kinh doanh khác,Thu nhập từ hoạt động kinh doanh khác,Thu nhập từ hoạt động kinh doanh khác,Thu nhập từ hoạt động kinh doanh khác,,
Thu từ các khoản nợ đã xử lý,Thu nhập từ hoạt động kinh doanh khác > Thu từ các khoản nợ đã xử lý,Thu từ các khoản nợ đã xử lý,779.399,508.786,779399.0,508786.0
Thu nhập từ các hoạt động ủy thác,Thu nhập từ hoạt động kinh doanh khác > Thu nhập từ các hoạt động ủy thác,Thu nhập từ các hoạt động ủy thác,29.319,17.077,29319.0,17077.0
Thu từ thanh lý tài sản,Thu nhập từ hoạt động kinh doanh khác > Thu từ thanh lý tài sản,Thu từ thanh lý tài sản,100.127,345.386,100127.0,345386.0
Lãi từ các công cụ tài chính phải sinh khác,Thu nhập từ hoạt động kinh doanh khác > Lãi từ các công cụ tài chính phải sinh khác,Lãi từ các công cụ tài chính phải sinh khác,167.543,42.117,167543.0,42117.0
Thu từ hoạt động kinh doanh khác,Thu nhập từ hoạt động kinh doanh khác > Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,54.742,73.299,54742.0,73299.0
,,,1.131.130,986.665,1131130.0,986665.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Lỗ từ các công cụ tài chính phải sinh khác,Chi phí hoạt động khác > Lỗ từ các công cụ tài chính phải sinh khác,Lỗ từ các công cụ tài chính phải sinh khác,(143.789),(44.735),-143789.0,-44735.0
Chi từ thanh lý tài sản,Chi phí hoạt động khác > Chi từ thanh lý tài sản,Chi từ thanh lý tài sản,(24.445),-,-24445.0,
Chi cho hoạt động kinh doanh khác,Chi phí hoạt động khác > Chi cho hoạt động kinh doanh khác,Chi cho hoạt động kinh doanh khác,(13.244),(58.321),-13244.0,-58321.0
,,,(181.478),(103.056),-181478.0,-103056.0
,,,949.652,883.609,949652.0,883609.0
