row_label_raw,row_label_full,col_0,col_1,2017Triệu VND,2016Triệu VND,numeric__col_1,numeric__2017Triệu VND,numeric__2016Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định,(416.832),(439.761),,-416832.0,-439761.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",100.127,345.606,,100127.0,345606.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",-,(1.251.060),,,-1251060.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",868.173,-,,868173.0,
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",163.496,86.737,,163496.0,86737.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,714.964,(1.258.478),,714964.0,-1258478.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
01,01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,171.275,-,,171275.0,
04,04,04,Cổ tức đã trả cho cổ đông,(1.027.645),-,,-1027645.0,
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,(856.370),-,,-856370.0,
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,24.798.359,(4.579.870),,24798359.0,-4579870.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM ĐẦU NĂM,21.799.802,26.379.672,,21799802.0,26379672.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM CUỐI NĂM (Thuyết minh 33),46.598.161,21.799.802,,46598161.0,21799802.0
