row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,,
Tiền gửi tại các TCTD khác,Thu nhập lãi và các khoản thu nhập tương tự từ > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,516.807,292.337,516807.0,292337.0
Cho vay khách hàng và cho vay các TCTD khác,Thu nhập lãi và các khoản thu nhập tương tự từ > Cho vay khách hàng và cho vay các TCTD khác,Cho vay khách hàng và cho vay các TCTD khác,13.780.260,10.764.768,13780260.0,10764768.0
Các khoản đầu tư chứng khoán nợ,Thu nhập lãi và các khoản thu nhập tương tự từ > Các khoản đầu tư chứng khoán nợ,Các khoản đầu tư chứng khoán nợ,3.506.447,3.311.998,3506447.0,3311998.0
Thu phí từ nghiệp vụ bảo lãnh,Thu nhập lãi và các khoản thu nhập tương tự từ > Thu phí từ nghiệp vụ bảo lãnh,Thu phí từ nghiệp vụ bảo lãnh,1.059.411,792.848,1059411.0,792848.0
Các hoạt động tín dụng khác,Thu nhập lãi và các khoản thu nhập tương tự từ > Các hoạt động tín dụng khác,Các hoạt động tín dụng khác,290.600,197.444,290600.0,197444.0
,,,19.153.525,15.359.395,19153525.0,15359395.0
Chi phí lãi và các chi phí tương tự cho,Chi phí lãi và các chi phí tương tự cho,Chi phí lãi và các chi phí tương tự cho,Chi phí lãi và các chi phí tương tự cho,Chi phí lãi và các chi phí tương tự cho,,
Các khoản tiền gửi của các TCTD khác và khách hàng,Chi phí lãi và các chi phí tương tự cho > Các khoản tiền gửi của các TCTD khác và khách hàng,Các khoản tiền gửi của các TCTD khác và khách hàng,(7.457.059),(6.532.504),-7457059.0,-6532504.0
Các khoản tiền vay các TCTD khác,Chi phí lãi và các chi phí tương tự cho > Các khoản tiền vay các TCTD khác,Các khoản tiền vay các TCTD khác,(540.362),(459.011),-540362.0,-459011.0
Phát hành giấy tờ có giá,Chi phí lãi và các chi phí tương tự cho > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,(286.942),(242.380),-286942.0,-242380.0
Các hoạt động tín dụng khác,Chi phí lãi và các chi phí tương tự cho > Các hoạt động tín dụng khác,Các hoạt động tín dụng khác,(215.520),(248.866),-215520.0,-248866.0
,,,(8.499.883),(7.482.761),-8499883.0,-7482761.0
Thu nhập lãi thuần,Chi phí lãi và các chi phí tương tự cho > Thu nhập lãi thuần,Thu nhập lãi thuần,10.653.642,7.876.634,10653642.0,7876634.0
