row_label_raw,row_label_full,Số dư đầu năm > Dự phòng trích lập trong năm(Thuyết minh 31),Năm kết thúc ngày 31/12/2017 > Tại Việt NamTriệu VND > 542.595 > 1.190.635,Năm kết thúc ngày 31/12/2017 > Tại các chi nhánh nước ngoàiTriệu VND > 58.166 > 148.659,Năm kết thúc ngày 31/12/2017 > Tổng cộngTriệu VND > 600.761 > 1.339.294,Năm kết thúc ngày 31/12/2016 > Tại Việt NamTriệu VND > 726.083 > 470.183,Năm kết thúc ngày 31/12/2016 > Tại các chi nhánh nước ngoàiTriệu VND > 89.561 > 48.860,Năm kết thúc ngày 31/12/2016 > Tổng cộngTriệu VND > 815.644 > 519.043,numeric__Năm kết thúc ngày 31/12/2017 > Tại Việt NamTriệu VND > 542.595 > 1.190.635,numeric__Năm kết thúc ngày 31/12/2017 > Tại các chi nhánh nước ngoàiTriệu VND > 58.166 > 148.659,numeric__Năm kết thúc ngày 31/12/2017 > Tổng cộngTriệu VND > 600.761 > 1.339.294,numeric__Năm kết thúc ngày 31/12/2016 > Tại Việt NamTriệu VND > 726.083 > 470.183,numeric__Năm kết thúc ngày 31/12/2016 > Tại các chi nhánh nước ngoàiTriệu VND > 89.561 > 48.860,numeric__Năm kết thúc ngày 31/12/2016 > Tổng cộngTriệu VND > 815.644 > 519.043
Tăng do sáp nhập SDFC,Tăng do sáp nhập SDFC,Tăng do sáp nhập SDFC,-,-,-,29.561,-,29.561,,,,29561.0,,29561.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(1.034.483),(108.502),(1.142.985),(683.232),(80.255),(763.487),-1034483.0,-108502.0,-1142985.0,-683232.0,-80255.0,-763487.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,698.747,98.323,797.070,542.595,58.166,600.761,698747.0,98323.0,797070.0,542595.0,58166.0,600761.0
