row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2017,Miền BắcTriệu VND > Ngày 31 tháng 12 năm 2017,Miền TrungTriệu VND > Ngày 31 tháng 12 năm 2017,Miền NamTriệu VND > Ngày 31 tháng 12 năm 2017,Khu vực khácTriệu VND > Ngày 31 tháng 12 năm 2017,Tổng cộngTriệu VND > Ngày 31 tháng 12 năm 2017,numeric__Miền BắcTriệu VND > Ngày 31 tháng 12 năm 2017,numeric__Miền TrungTriệu VND > Ngày 31 tháng 12 năm 2017,numeric__Miền NamTriệu VND > Ngày 31 tháng 12 năm 2017,numeric__Khu vực khácTriệu VND > Ngày 31 tháng 12 năm 2017,numeric__Tổng cộngTriệu VND > Ngày 31 tháng 12 năm 2017
Tài sản,Tài sản,Tài sản,220.049.687,20.266.231,61.336.437,5.084.487,306.736.842,220049687.0,20266231.0,61336437.0,5084487.0,306736842.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,192.993.183,19.959.365,60.509.001,5.083.922,278.545.471,192993183.0,19959365.0,60509001.0,5083922.0,278545471.0
Tài sản cố định – thuần,Tài sản cố định – thuần,Tài sản cố định – thuần,1.970.423,75.089,197.799,33.520,2.276.831,1970423.0,75089.0,197799.0,33520.0,2276831.0
2017,2017,2017,2017,2017,2017,2017,2017,2017.0,2017.0,2017.0,2017.0,2017.0
Doanh thu,Doanh thu,Doanh thu,11.575.571,2.458.022,7.647.686,359.957,22.041.236,11575571.0,2458022.0,7647686.0,359957.0,22041236.0
Chi phí,Chi phí,Chi phí,7.942.546,1.980.360,6.356.103,407.209,16.686.218,7942546.0,1980360.0,6356103.0,407209.0,16686218.0
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,3.633.025,477.662,1.291.583,(47.252),5.355.018,3633025.0,477662.0,1291583.0,-47252.0,5355018.0
,,,Miền BắcTriệu VND,Miền TrungTriệu VND,Miền NamTriệu VND,Khu vực khácTriệu VND,Tổng cộngTriệu VND,,,,,
Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016,,,,,
Tài sản,Ngày 31 tháng 12 năm 2016 > Tài sản,Tài sản,180.801.699,15.877.014,49.782.075,3.730.279,250.191.067,180801699.0,15877014.0,49782075.0,3730279.0,250191067.0
Nợ phải trả,Ngày 31 tháng 12 năm 2016 > Nợ phải trả,Nợ phải trả,156.867.450,15.737.649,48.809.589,3.678.385,225.093.073,156867450.0,15737649.0,48809589.0,3678385.0,225093073.0
Tài sản cố định – thuần,Ngày 31 tháng 12 năm 2016 > Tài sản cố định – thuần,Tài sản cố định – thuần,1.909.485,74.237,208.357,29.225,2.221.304,1909485.0,74237.0,208357.0,29225.0,2221304.0
2016,Ngày 31 tháng 12 năm 2016 > 2016,2016,2016,2016,2016,2016,2016,2016.0,2016.0,2016.0,2016.0,2016.0
Doanh thu,Ngày 31 tháng 12 năm 2016 > Doanh thu,Doanh thu,8.547.855,1.952.162,6.338.498,288.625,17.127.140,8547855.0,1952162.0,6338498.0,288625.0,17127140.0
Chi phí,Ngày 31 tháng 12 năm 2016 > Chi phí,Chi phí,6.261.284,1.738.559,5.157.655,258.611,13.416.109,6261284.0,1738559.0,5157655.0,258611.0,13416109.0
Lợi nhuận trước thuế,Ngày 31 tháng 12 năm 2016 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,2.286.571,213.603,1.180.843,30.014,3.711.031,2286571.0,213603.0,1180843.0,30014.0,3711031.0
