row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
▪ Nhận ủy thác đầu tư từ MBS,Công ty Cổ phần Chứng khoán MB (“MBS”) > ▪ Nhận ủy thác đầu tư từ MBS,▪ Nhận ủy thác đầu tư từ MBS,(3.000),(3.000),-3000.0,-3000.0
Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”),Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”),Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”),Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”),Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”),,
▪ Góp vốn,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”) > ▪ Góp vốn,▪ Góp vốn,1.082.689,1.082.689,1082689.0,1082689.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”) > ▪ Tiền gửi không kỳ hạn và có kỳ hạn,▪ Tiền gửi không kỳ hạn và có kỳ hạn,(259.259),(101.578),-259259.0,-101578.0
▪ Tạm ứng thực hiện hợp đồng,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCPQuân đội (“MB AMC”) > ▪ Tạm ứng thực hiện hợp đồng,▪ Tạm ứng thực hiện hợp đồng,496.284,682.608,496284.0,682608.0
Công ty Tài chính TNHH MB Shinsei,Công ty Tài chính TNHH MB Shinsei,Công ty Tài chính TNHH MB Shinsei,Công ty Tài chính TNHH MB Shinsei,Công ty Tài chính TNHH MB Shinsei,,
▪ Góp vốn,Công ty Tài chính TNHH MB Shinsei > ▪ Góp vốn,▪ Góp vốn,250.000,500.000,250000.0,500000.0
▪ Tiền gửi có kỳ hạn,Công ty Tài chính TNHH MB Shinsei > ▪ Tiền gửi có kỳ hạn,▪ Tiền gửi có kỳ hạn,1.894.000,-,1894000.0,
▪ Tiền gửi không kỳ hạn và có kỳ hạn,Công ty Tài chính TNHH MB Shinsei > ▪ Tiền gửi không kỳ hạn và có kỳ hạn,▪ Tiền gửi không kỳ hạn và có kỳ hạn,(490.749),(12.706),-490749.0,-12706.0
Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),,
▪ Góp vốn,Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > ▪ Góp vốn,▪ Góp vốn,575.036,575.036,575036.0,575036.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > ▪ Tiền gửi không kỳ hạn và có kỳ hạn,▪ Tiền gửi không kỳ hạn và có kỳ hạn,(123.570),(56.305),-123570.0,-56305.0
▪ Cho vay,Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > ▪ Cho vay,▪ Cho vay,58.772,150.862,58772.0,150862.0
▪ Đặt cọc hợp đồng bảo hiểm,Tổng Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > ▪ Đặt cọc hợp đồng bảo hiểm,▪ Đặt cọc hợp đồng bảo hiểm,-,198.828,,198828.0
Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,,
▪ Góp vốn,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > ▪ Góp vốn,▪ Góp vốn,671.000,671.000,671000.0,671000.0
▪ Tiền gửi không kỳ hạn và có kỳ hạn,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > ▪ Tiền gửi không kỳ hạn và có kỳ hạn,▪ Tiền gửi không kỳ hạn và có kỳ hạn,(161.524),(277.570),-161524.0,-277570.0
Các cổ đông lớn,Các cổ đông lớn,Các cổ đông lớn,Các cổ đông lớn,Các cổ đông lớn,,
Tiền gửi tại Ngân hàng,Các cổ đông lớn > Tiền gửi tại Ngân hàng,Tiền gửi tại Ngân hàng,(14.684.594),(9.808.305),-14684594.0,-9808305.0
Tiền Ngân hàng cho vay,Các cổ đông lớn > Tiền Ngân hàng cho vay,Tiền Ngân hàng cho vay,2.302.647,2.377.649,2302647.0,2377649.0
Tiền Ngân hàng vay,Các cổ đông lớn > Tiền Ngân hàng vay,Tiền Ngân hàng vay,(2.000.000),(3.700.000),-2000000.0,-3700000.0
Tiền Ngân hàng gửi,Các cổ đông lớn > Tiền Ngân hàng gửi,Tiền Ngân hàng gửi,3.906.790,2.603.123,3906790.0,2603123.0
Phát hành giấy tờ có giá,Các cổ đông lớn > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,(2.000.000),(2.000.000),-2000000.0,-2000000.0
