row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",23.060,28.751,23060.0,28751.0
Lương và các chi phí liên quan,Lương và các chi phí liên quan,Lương và các chi phí liên quan,2.650.904,1.987.500,2650904.0,1987500.0
Chi phí lương và phụ cấp,Chi phí lương và phụ cấp,Chi phí lương và phụ cấp,2.481.249,1.854.554,2481249.0,1854554.0
Các chi phí theo lương,Các chi phí theo lương,Các chi phí theo lương,140.684,125.182,140684.0,125182.0
"Chi trợ cấp, chi khác","Chi trợ cấp, chi khác","Chi trợ cấp, chi khác",28.971,7.764,28971.0,7764.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,936.701,844.383,936701.0,844383.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí khấu hao,Trong đó: > Chi phí khấu hao,Chi phí khấu hao,336.860,311.848,336860.0,311848.0
Chi phí thuê văn phòng,Trong đó: > Chi phí thuê văn phòng,Chi phí thuê văn phòng,405.270,384.267,405270.0,384267.0
Chi phí quản lý doanh nghiệp,Trong đó: > Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,542.894,528.048,542894.0,528048.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,63.786,58.021,63786.0,58021.0
"Chi phí quảng cáo, tiếp thị và thông tin liên lạc","Trong đó: > Chi phí quảng cáo, tiếp thị và thông tin liên lạc","Chi phí quảng cáo, tiếp thị và thông tin liên lạc",287.291,254.559,287291.0,254559.0
Chi phí cho các chuyên gia,Trong đó: > Chi phí cho các chuyên gia,Chi phí cho các chuyên gia,10.046,35.404,10046.0,35404.0
Chi phí lễ tân và giải trí,Trong đó: > Chi phí lễ tân và giải trí,Chi phí lễ tân và giải trí,103.522,103.273,103522.0,103273.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",144.834,121.885,144834.0,121885.0
Chi phí hoạt động khác,Trong đó: > Chi phí hoạt động khác,Chi phí hoạt động khác,528.723,317.941,528723.0,317941.0
,,,4.827.116,3.828.508,4827116.0,3828508.0
