row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017Triệu VND > 6.780,Số phát sinh trong nămTriệu VND > 96.510,Số đã nộp trong nămTriệu VND > (82.174),31/12/2017Triệu VND > 21.116,numeric__1/1/2017Triệu VND > 6.780,numeric__Số phát sinh trong nămTriệu VND > 96.510,numeric__Số đã nộp trong nămTriệu VND > (82.174),numeric__31/12/2017Triệu VND > 21.116
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,67.323,1.060.498,(927.112),200.709,67323.0,1060498.0,-927112.0,200709.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,16.363,291.594,(273.096),34.861,16363.0,291594.0,-273096.0,34861.0
,,,90.466,1.448.602,(1.282.382),256.686,90466.0,1448602.0,-1282382.0,256686.0
