row_label_raw,row_label_full,col_0,Giao dịch,Giao dịch_1,numeric__Giao dịch,numeric__Giao dịch_1
Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”),Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”),Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”),Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”),Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”),,
Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”) > Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,Chi lãi tiền gửi không kỳ hạn và có kỳ hạn,(4.075),(14.018),-4075.0,-14018.0
Chi phí thuê nhà,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”) > Chi phí thuê nhà,Chi phí thuê nhà,(37.690),(27.290),-37690.0,-27290.0
"Chi phí quản lý dự án, định giá và thẩm định tài sản","Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”) > Chi phí quản lý dự án, định giá và thẩm định tài sản","Chi phí quản lý dự án, định giá và thẩm định tài sản",(95.009),(119.859),-95009.0,-119859.0
Lợi nhuận chuyển về,Công ty Quản lý Nợ và Khai thác tài sản Ngân hàng TMCP Quân đội (“MB AMC”) > Lợi nhuận chuyển về,Lợi nhuận chuyển về,34.520,24.099,34520.0,24099.0
Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),Công ty Cổ phần Bảo hiểm Quân đội (“MIC”),,
Cổ tức nhận được,Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > Cổ tức nhận được,Cổ tức nhận được,28.973,17.418,28973.0,17418.0
Thu nhập lãi từ hợp đồng đại lý bảo hiểm,Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > Thu nhập lãi từ hợp đồng đại lý bảo hiểm,Thu nhập lãi từ hợp đồng đại lý bảo hiểm,28.693,16.784,28693.0,16784.0
Chi phí lãi,Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > Chi phí lãi,Chi phí lãi,(1.672),(242),-1672.0,-242.0
Thu nhập lãi,Công ty Cổ phần Bảo hiểm Quân đội (“MIC”) > Thu nhập lãi,Thu nhập lãi,8.578,1.593,8578.0,1593.0
Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,Công ty TNHH Bảo hiểm nhân thọ MB Ageas,,
Chi phí lãi,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > Chi phí lãi,Chi phí lãi,(8.944),(16.934),-8944.0,-16934.0
Thu nhập lãi từ hợp đồng đại lý bảo hiểm,Công ty TNHH Bảo hiểm nhân thọ MB Ageas > Thu nhập lãi từ hợp đồng đại lý bảo hiểm,Thu nhập lãi từ hợp đồng đại lý bảo hiểm,18.394,-,18394.0,
Các cổ đông lớn,Các cổ đông lớn,Các cổ đông lớn,Các cổ đông lớn,Các cổ đông lớn,,
Chi phí lãi tiền gửi,Các cổ đông lớn > Chi phí lãi tiền gửi,Chi phí lãi tiền gửi,(438.766),(678.073),-438766.0,-678073.0
Chi phí lãi tiền vay,Các cổ đông lớn > Chi phí lãi tiền vay,Chi phí lãi tiền vay,(239.930),(226.230),-239930.0,-226230.0
Chi phí lãi từ giấy tờ có giá đã phát hành,Các cổ đông lớn > Chi phí lãi từ giấy tờ có giá đã phát hành,Chi phí lãi từ giấy tờ có giá đã phát hành,(240.000),(238.000),-240000.0,-238000.0
Thu nhập lãi tiền gửi,Các cổ đông lớn > Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,603,10.093,603.0,10093.0
Thu nhập lãi tiền vay,Các cổ đông lớn > Thu nhập lãi tiền vay,Thu nhập lãi tiền vay,268.215,304.058,268215.0,304058.0
