row_label_raw,row_label_full,col_0,Quá hạn đến 90 ngàyTriệu VND,Quá hạn từ 91 đến 180 ngàyTriệu VND,Quá hạn từ 181 đến 360 ngàyTriệu VND,Quá hạn trên 360 ngàyTriệu VND,Tổng cộngTriệu VND,numeric__Quá hạn đến 90 ngàyTriệu VND,numeric__Quá hạn từ 91 đến 180 ngàyTriệu VND,numeric__Quá hạn từ 181 đến 360 ngàyTriệu VND,numeric__Quá hạn trên 360 ngàyTriệu VND,numeric__Tổng cộngTriệu VND
Tiền gửi và cho vay các TCTD khác – gộp,Tiền gửi và cho vay các TCTD khác – gộp,Tiền gửi và cho vay các TCTD khác – gộp,-,-,-,196.000,196.000,,,,196000.0,196000.0
Cho vaykhách hàng – gộp,Cho vaykhách hàng – gộp,Cho vaykhách hàng – gộp,1.904.761,896.027,476.547,614.623,3.891.958,1904761.0,896027.0,476547.0,614623.0,3891958.0
Chứng khoánđầu tư – gộp,Chứng khoánđầu tư – gộp,Chứng khoánđầu tư – gộp,-,-,-,400.000,400.000,,,,400000.0,400000.0
Chứng khoán đầu turgiữ đến ngày đáo hạn,Chứng khoán đầu turgiữ đến ngày đáo hạn,Chứng khoán đầu turgiữ đến ngày đáo hạn,-,-,-,400.000,400.000,,,,400000.0,400000.0
Tài sản Có khác – gộp,Tài sản Có khác – gộp,Tài sản Có khác – gộp,-,150.000,-,269.026,419.026,,150000.0,,269026.0,419026.0
,,,1.904.761,1.046.027,476.547,1.479.649,4.906.984,1904761.0,1046027.0,476547.0,1479649.0,4906984.0
