row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2017 Triệu VND,31/12/2016 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2017 Triệu VND,numeric__31/12/2016 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,Tiền mặt và vàng,4,1.832.862,1.513.873,,4.0,1832862.0,1513873.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,5,6.682.178,10.002.478,,5.0,6682178.0,10002478.0
III,A > III,III,"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",6,52.473.667,24.189.158,,6.0,52473667.0,24189158.0
1,A > 1,1,Tiền gửi tại các TCTD khác,,38.083.121,10.283.451,,,38083121.0,10283451.0
2,A > 2,2,Cho vay các TCTD khác,,14.586.546,14.101.923,,,14586546.0,14101923.0
3,A > 3,3,Dự phòng rủi ro,,(196.000),(196.216),,,-196000.0,-196216.0
IV,A > IV,IV,Chứng khoán kinh doanh,10,2.000.398,-,,10.0,2000398.0,
1,A > 1,1,Chứng khoán kinh doanh,,2.000.398,-,,,2000398.0,
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,121.592,53.419,,7.0,121592.0,53419.0
VI,A > VI,VI,Cho vay khách hàng,,178.147.967,147.181.721,,,178147967.0,147181721.0
1,A > 1,1,Cho vay khách hàng,8,180.257.071,148.882.858,,8.0,180257071.0,148882858.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(2.109.104),(1.701.137),,9.0,-2109104.0,-1701137.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,11,49.331.450,52.399.109,,11.0,49331450.0,52399109.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,42.223.503,45.395.129,,,42223503.0,45395129.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,7.411.424,8.531.353,,,7411424.0,8531353.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(303.477),(1.527.373),,,-303477.0,-1527373.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",12,4.238.080,4.507.534,,12.0,4238080.0,4507534.0
1,A > 1,1,Đầu tư vào công ty con,,3.843.734,4.093.734,,,3843734.0,4093734.0
4,A > 4,4,Đầu tư dài hạn khác,,478.382,481.555,,,478382.0,481555.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(84.036),(67.755),,,-84036.0,-67755.0
X,A > X,X,Tài sản cố định,,2.276.831,2.221.304,,,2276831.0,2221304.0
1,A > 1,1,Tài sản cố định hữu hình,13,1.376.374,1.300.701,,13.0,1376374.0,1300701.0
a,A > a,a,Nguyên giá,,2.749.417,2.537.134,,,2749417.0,2537134.0
b,A > b,b,Giá trị hao mòn lũy kế,,(1.373.043),(1.236.433),,,-1373043.0,-1236433.0
3,A > 3,3,Tài sản cố định vô hình,14,900.457,920.603,,14.0,900457.0,920603.0
a,A > a,a,Nguyên giá,,1.469.291,1.376.282,,,1469291.0,1376282.0
b,A > b,b,Giá trị hao mòn lũy kế,,(568.834),(455.679),,,-568834.0,-455679.0
XII,A > XII,XII,Tài sản Có khác,15,9.631.817,8.122.471,,15.0,9631817.0,8122471.0
1,A > 1,1,Các khoản phải thu,,6.485.418,4.762.268,,,6485418.0,4762268.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,2.619.493,2.731.876,,,2619493.0,2731876.0
4,A > 4,4,Tài sản Có khác,,933.380,946.735,,,933380.0,946735.0
,,,- Trong đó: Lợi thế thương mại,16,75.409,84.835,,16.0,75409.0,84835.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(406.474),(318.408),,,-406474.0,-318408.0
,,,TỔNG TÀI SẢN,,306.736.842,250.191.067,,,306736842.0,250191067.0
