row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2016(Triệu VND),VND,USD,EUR,Vàng,Tiền tệ khác,Tổng cộng,numeric__VND,numeric__USD,numeric__EUR,numeric__Vàng,numeric__Tiền tệ khác,numeric__Tổng cộng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,1.155.496,267.319,58.288,3.281,29.489,1.513.873,1155496.0,267319.0,58288.0,3281.0,29489.0,1513873.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,6.846.150,3.068.777,-,-,87.551,10.002.478,6846150.0,3068777.0,,,87551.0,10002478.0
Tiền gửi và cho vay các TCTD khác –gộp,Tài sản > Tiền gửi và cho vay các TCTD khác –gộp,Tiền gửi và cho vay các TCTD khác –gộp,20.636.759,991.895,2.717.570,-,39.150,24.385.374,20636759.0,991895.0,2717570.0,,39150.0,24385374.0
Các công cụ tài chính phải sinhvà các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinhvà các tài sản tài chính khác,Các công cụ tài chính phải sinhvà các tài sản tài chính khác,1.102.414,(1.026.180),(332),-,(22.483),53.419,1102414.0,-1026180.0,-332.0,,-22483.0,53419.0
Cho vay khách hàng – gộp,Tài sản > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,127.376.595,21.081.174,28.354,-,396.735,148.882.858,127376595.0,21081174.0,28354.0,,396735.0,148882858.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,49.494.682,4.431.800,-,-,-,53.926.482,49494682.0,4431800.0,,,,53926482.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",4.574.659,-,630,-,-,4.575.289,4574659.0,,630.0,,,4575289.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,2.207.837,8.563,-,-,4.904,2.221.304,2207837.0,8563.0,,,4904.0,2221304.0
Tài sản cố khác – gộp,Tài sản > Tài sản cố khác – gộp,Tài sản cố khác – gộp,6.425.801,1.938.489,12.375,-,64.214,8.440.879,6425801.0,1938489.0,12375.0,,64214.0,8440879.0
,,,219.820.393,30.761.837,2.816.885,3.281,599.560,254.001.956,219820393.0,30761837.0,2816885.0,3281.0,599560.0,254001956.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,17.249.442,6.883.351,18,-,7.893,24.140.704,17249442.0,6883351.0,18.0,,7893.0,24140704.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,166.466.723,25.493.579,2.826.031,-,361.438,195.147.771,166466723.0,25493579.0,2826031.0,,361438.0,195147771.0
"Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",258.170,-,-,-,-,258.170,258170.0,,,,,258170.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,2.036.953,-,-,-,-,2.036.953,2036953.0,,,,,2036953.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,3.334.762,159.363,1.775,-,13.575,3.509.475,3334762.0,159363.0,1775.0,,13575.0,3509475.0
Vốn chủ sở hữu,Nợ phải trả > Vốn chủ sở hữu,Vốn chủ sở hữu,25.097.994,-,-,-,-,25.097.994,25097994.0,,,,,25097994.0
,,,214.444.044,35.904.205,2.877.203,-,906.177,250.191.067,214444044.0,35904205.0,2877203.0,,906177.0,250191067.0
Trạng thái tiền tệ nội bảng,Nợ phải trả > Trạng thái tiền tệ nội bảng,Trạng thái tiền tệ nội bảng,5.376.449,(850.097),(22.444),3.811,783.765,3.810.889,5376449.0,-850097.0,-22444.0,3811.0,783765.0,3810889.0
