row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,Triệu VND,Triệu VND,,,
Đỗ Quang Hiền,Đỗ Quang Hiền,Đỗ Quang Hiền,Chủ tịch Hội đồng Quản trị,2.475,-,,2475.0,
Đỗ Quang Vinh,Đỗ Quang Vinh,Đỗ Quang Vinh,Phó Chủ tịch Hội đồng Quản trị kiểm Phó Tổng Giám đốc,2.106,-,,2106.0,
Ngô Thu Hà,Ngô Thu Hà,Ngô Thu Hà,Thành viên Hội đồng Quản trị kiểm Tổng Giám đốc,2.196,-,,2196.0,
Thái Quốc Minh,Thái Quốc Minh,Thái Quốc Minh,Thành viên Hội đồng Quản trị,1.767,-,,1767.0,
Phạm Viết Dần,Phạm Viết Dần,Phạm Viết Dần,Thành viên Hội đồng Quản trị,1.407,-,,1407.0,
Đỗ Văn Sinh,Đỗ Văn Sinh,Đỗ Văn Sinh,Thành viên độc lập Hội đồng Quản trị,1.407,-,,1407.0,
Phạm Hòa Bình,Phạm Hòa Bình,Phạm Hòa Bình,Trường Ban Kiểm soát,200,-,,200.0,
Lê Thanh Cẩm,Lê Thanh Cẩm,Lê Thanh Cẩm,Thành viên Ban Kiểm soát,800,-,,800.0,
Vũ Xuân Thủy Sơn,Vũ Xuân Thủy Sơn,Vũ Xuân Thủy Sơn,Thành viên Ban Kiểm soát,800,-,,800.0,
Lê Đăng Khoa,Lê Đăng Khoa,Lê Đăng Khoa,Phó Tổng Giám đốc,1.763,-,,1763.0,
Nguyễn Huy Tài,Nguyễn Huy Tài,Nguyễn Huy Tài,Phó Tổng Giám đốc,1.763,-,,1763.0,
Ninh Thị Lan Phương,Ninh Thị Lan Phương,Ninh Thị Lan Phương,Phó Tổng Giám đốc,1.763,-,,1763.0,
Hoàng Thị Mai Thảo,Hoàng Thị Mai Thảo,Hoàng Thị Mai Thảo,Phó Tổng Giám đốc,1.763,-,,1763.0,
Đỗ Đức Hải,Đỗ Đức Hải,Đỗ Đức Hải,Phó Tổng Giám đốc,1.777,-,,1777.0,
Lưu Danh Đức,Lưu Danh Đức,Lưu Danh Đức,Phó Tổng Giám đốc,1.743,-,,1743.0,
Ngô Thị Vân,Ngô Thị Vân,Ngô Thị Vân,Kế toán trường,300,-,,300.0,
