row_label_raw,row_label_full,Loại giấy tờ có giá,Trái phiếu,Chứng chỉ tiên gửi,Tổng cộng,numeric__Trái phiếu,numeric__Chứng chỉ tiên gửi,numeric__Tổng cộng
Loại giấy tờ có giá,Loại giấy tờ có giá,Loại giấy tờ có giá,Triệu VND,Triệu VND,Triệu VND,,,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,,,
Dưới 12 tháng,Số dư cuối năm > Dưới 12 tháng,Dưới 12 tháng,-,12.500.000,12.500.000,,12500000.0,12500000.0
- Bằng VND,Số dư cuối năm > - Bằng VND,- Bằng VND,-,12.500.000,12.500.000,,12500000.0,12500000.0
Từ 12 tháng đến dưới 5 năm,Số dư cuối năm > Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,4.000.000,12,4.000.012,4000000.0,12.0,4000012.0
- Bằng VND,Số dư cuối năm > - Bằng VND,- Bằng VND,4.000.000,12,4.000.012,4000000.0,12.0,4000012.0
Từ 5 năm trở lên,Số dư cuối năm > Từ 5 năm trở lên,Từ 5 năm trở lên,2.448.100,20.300.083,22.748.183,2448100.0,20300083.0,22748183.0
- Bằng VND,Số dư cuối năm > - Bằng VND,- Bằng VND,2.448.100,20.300.083,22.748.183,2448100.0,20300083.0,22748183.0
,,,6.448.100,32.800.095,39.248.195,6448100.0,32800095.0,39248195.0
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,,,
Dưới 12 tháng,Số dư đầu năm > Dưới 12 tháng,Dưới 12 tháng,-,19.310.000,19.310.000,,19310000.0,19310000.0
- Bằng VND,Số dư đầu năm > - Bằng VND,- Bằng VND,-,19.310.000,19.310.000,,19310000.0,19310000.0
Từ 12 tháng đến dưới 5 năm,Số dư đầu năm > Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,-,126,126,,126.0,126.0
- Bằng VND,Số dư đầu năm > - Bằng VND,- Bằng VND,-,126,126,,126.0,126.0
Từ 5 năm trở lên,Số dư đầu năm > Từ 5 năm trở lên,Từ 5 năm trở lên,2.448.100,21.063.501,23.511.601,2448100.0,21063501.0,23511601.0
- Bằng VND,Số dư đầu năm > - Bằng VND,- Bằng VND,2.448.100,21.063.501,23.511.601,2448100.0,21063501.0,23511601.0
,,,2.448.100,40.373.627,42.821.727,2448100.0,40373627.0,42821727.0
