row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết tín dụng,Công cụ tài chính phải sinh (Chênh lệch dư nợ - dư có),Kinh doanh và đầu tư chứng khoán (Chênh lệch dư nợ - dư có),numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết tín dụng,numeric__Công cụ tài chính phải sinh (Chênh lệch dư nợ - dư có),numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch dư nợ - dư có)
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,530.825.916,610.407.416,43.890.542,(61.927),37.719.485,530825916.0,610407416.0,43890542.0,-61927.0,37719485.0
Nước ngoài,Nước ngoài,Nước ngoài,13.837.335,13.215.226,321.933,-,-,13837335.0,13215226.0,321933.0,,
,,,544.663.251,623.622.642,44.212.475,(61.927),37.719.485,544663251.0,623622642.0,44212475.0,-61927.0,37719485.0
