row_label_raw,row_label_full,col_0,Năm trước (Đã báo cáo),Năm trước (Trình bày lại),numeric__Năm trước (Đã báo cáo),numeric__Năm trước (Trình bày lại)
Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (triệu VND),Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (triệu VND),Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông (triệu VND),7.324.758,7.324.758,7324758.0,7324758.0
Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (Cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (Cổ phiếu),Số bình quân gia quyền của cổ phiếu phổ thông để tính lãi cơ bản trên cổ phiếu (Cổ phiếu),3.618.901.927,4.021.740.387,3618901927.0,4021740387.0
Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),2.024,1.821,2024.0,1821.0
