row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
USD,USD,USD,25.480,24.338,25480.0,24338.0
EUR,EUR,EUR,26.530,26.848,26530.0,26848.0
GBP,GBP,GBP,32.013,30.974,32013.0,30974.0
CHF,CHF,CHF,28.219,28.792,28219.0,28792.0
JPY,JPY,JPY,"163,00","172,00",163.0,172.0
SGD,SGD,SGD,18.759,18.412,18759.0,18412.0
AUD,AUD,AUD,15.862,16.597,15862.0,16597.0
HKD,HKD,HKD,3.283,3.105,3283.0,3105.0
CAD,CAD,CAD,17.737,18.331,17737.0,18331.0
LAK,LAK,LAK,"1,164","1,1809",1.164,1.1809
THB,THB,THB,"744,45","663,49",744.45,663.49
