row_label_raw,row_label_full,Ông Đặng Khắc Vỹ,Chủ tịch,numeric__Chủ tịch
Ông Đặng Văn Sơn,Ông Đặng Văn Sơn,Ông Đặng Văn Sơn,Phó Chủ tịch,
Ông Hàn Ngọc Vũ,Ông Hàn Ngọc Vũ,Ông Hàn Ngọc Vũ,Thành viên kiểm Tổng Giám đốc,
Ông Đỗ Xuân Hoàng,Ông Đỗ Xuân Hoàng,Ông Đỗ Xuân Hoàng,Thành viên,
Ông Nguyễn Việt Cường,Ông Nguyễn Việt Cường,Ông Nguyễn Việt Cường,Thành viên độc lập,
