row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2021,Quá hạn > Đến 3thángTriệu VND,Quá hạn > Trên 3thángTriệu VND,Trong hạn > Đến1 thángTriệu VND,Trong hạn > Từ 1 đến3 thángTriệu VND,Trong hạn > Từ 3 đến12 thángTriệu VND,Trong hạn > Từ 1 nămđến 5 nămTriệu VND,Trong hạn > Trên5 nămTriệu VND,TổngTriệu VND,numeric__Quá hạn > Đến 3thángTriệu VND,numeric__Quá hạn > Trên 3thángTriệu VND,numeric__Trong hạn > Đến1 thángTriệu VND,numeric__Trong hạn > Từ 1 đến3 thángTriệu VND,numeric__Trong hạn > Từ 3 đến12 thángTriệu VND,numeric__Trong hạn > Từ 1 nămđến 5 nămTriệu VND,numeric__Trong hạn > Trên5 nămTriệu VND,numeric__TổngTriệu VND
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,1.521.561,-,-,-,-,1.521.561,,,1521561.0,,,,,1521561.0
Tiền gửi tại NHNNVN,Tài sản > Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,-,-,24.890.710,-,-,-,-,24.890.710,,,24890710.0,,,,,24890710.0
Tiền gửi và cho vay các TCTD khác -gộp,Tài sản > Tiền gửi và cho vay các TCTD khác -gộp,Tiền gửi và cho vay các TCTD khác -gộp,-,-,15.019.248,7.911.600,5.054.269,-,-,27.985.117,,,15019248.0,7911600.0,5054269.0,,,27985117.0
Cho vay khách hàngvà hoạt động mua nợ - gộp,Tài sản > Cho vay khách hàngvà hoạt động mua nợ - gộp,Cho vay khách hàngvà hoạt động mua nợ - gộp,562.831,1.250.410,5.666.817,15.817.633,52.111.433,60.555.589,65.712.067,201.676.780,562831.0,1250410.0,5666817.0,15817633.0,52111433.0,60555589.0,65712067.0,201676780.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,500.223,4.369.256,27.573.937,9.820.021,2.493.457,44.756.894,,,500223.0,4369256.0,27573937.0,9820021.0,2493457.0,44756894.0
"Góp vốn, đầu tư dài hạn","Tài sản > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",-,-,-,-,-,-,169.719,169.719,,,,,,,169719.0,169719.0
Tài sản cố định và bất động sản đầu tư,Tài sản > Tài sản cố định và bất động sản đầu tư,Tài sản cố định và bất động sản đầu tư,-,-,-,-,-,-,603.836,603.836,,,,,,,603836.0,603836.0
Tài sản Có khác,Tài sản > Tài sản Có khác,Tài sản Có khác,-,-,2.597.227,2.838.949,5.022.148,-,-,10.458.324,,,2597227.0,2838949.0,5022148.0,,,10458324.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,562.831,1.250.410,50.195.786,30.937.438,89.761.787,70.375.610,68.979.079,312.062.941,562831.0,1250410.0,50195786.0,30937438.0,89761787.0,70375610.0,68979079.0,312062941.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,31.210.159,16.227.529,9.496.408,7.522.362,12,64.456.470,,,31210159.0,16227529.0,9496408.0,7522362.0,12.0,64456470.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,71.975.962,32.716.021,30.831.698,38.178.521,450,173.702.652,,,71975962.0,32716021.0,30831698.0,38178521.0,450.0,173702652.0
Các công cụ tài chính phải sinh và cáckhoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và cáckhoản nợ tài chính khác,Các công cụ tài chính phải sinh và cáckhoản nợ tài chính khác,-,-,63.933,-,-,-,-,63.933,,,63933.0,,,,,63933.0
"Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",-,-,-,3.892,4.756,-,-,8.648,,,,3892.0,4756.0,,,8648.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,578.293,2.234.000,7.989.500,28.316.389,3.180.000,42.298.182,,,578293.0,2234000.0,7989500.0,28316389.0,3180000.0,42298182.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,2.551.963,-,2.259.231,-,-,4.811.194,,,2551963.0,,2259231.0,,,4811194.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,106.380.310,51.181.442,50.581.593,74.017.272,3.180.462,285.341.079,,,106380310.0,51181442.0,50581593.0,74017272.0,3180462.0,285341079.0
Mức chênh thanh khoản thuần,Nợ phải trả > Mức chênh thanh khoản thuần,Mức chênh thanh khoản thuần,562.831,1.250.410,(56.184.524),(20.244.004),39.180.194,(3.641.662),65.798.617,26.721.862,562831.0,1250410.0,-56184524.0,-20244004.0,39180194.0,-3641662.0,65798617.0,26721862.0
