row_label_raw,row_label_full,Loại tiền,Mức tănglãi suất31/12/2020,Mức độ ảnh hưởngtăng/(giảm) đến lợinhuyện trước thuế chonăm kết thúc ngày31/12/2020Triệu VND,numeric__Mức tănglãi suất31/12/2020,numeric__Mức độ ảnh hưởngtăng/(giảm) đến lợinhuyện trước thuế chonăm kết thúc ngày31/12/2020Triệu VND
VND,VND,VND,"1,00%",(1.894),0.01,-1894.0
USD,USD,USD,"0,25%",98.596,0.0025,98596.0
