row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Thu nhập hoạt động khác,Thu nhập hoạt động khác,Thu nhập hoạt động khác,Thu nhập hoạt động khác,Thu nhập hoạt động khác,,
Thu hồi nợ đã xử lý trong những năm trước,Thu nhập hoạt động khác > Thu hồi nợ đã xử lý trong những năm trước,Thu hồi nợ đã xử lý trong những năm trước,215.358,214.138,215358.0,214138.0
Thu về các công cụ tài chính phải sinh khác,Thu nhập hoạt động khác > Thu về các công cụ tài chính phải sinh khác,Thu về các công cụ tài chính phải sinh khác,43.713,52.214,43713.0,52214.0
Thu nhập khác,Thu nhập hoạt động khác > Thu nhập khác,Thu nhập khác,8.325,94.148,8325.0,94148.0
,,,267.396,360.500,267396.0,360500.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Chi từ các công cụ tài chính phải sinh khác,Chi phí hoạt động khác > Chi từ các công cụ tài chính phải sinh khác,Chi từ các công cụ tài chính phải sinh khác,(50.766),(79.085),-50766.0,-79085.0
Chi phí khác,Chi phí hoạt động khác > Chi phí khác,Chi phí khác,(116),(313),-116.0,-313.0
,,,(50.882),(79.398),-50882.0,-79398.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,216.514,281.102,216514.0,281102.0
