row_label_raw,row_label_full,col_0,1/1/2020,Số phát sinh trong năm,Số đã nộp/được khấu trừ trong năm,31/12/2020,numeric__1/1/2020,numeric__Số phát sinh trong năm,numeric__Số đã nộp/được khấu trừ trong năm,numeric__31/12/2020
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,222.498,1.158.210,(1.040.662),340.046,222498.0,1158210.0,-1040662.0,340046.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,7.292,142.278,(143.644),5.926,7292.0,142278.0,-143644.0,5926.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,25.801,324.452,(325.960),24.293,25801.0,324452.0,-325960.0,24293.0
,,,255.591,1.624.940,(1.510.266),370.265,255591.0,1624940.0,-1510266.0,370265.0
